time_idx,Real,predict
9985,0.176,0.108
9986,0.073,0.069
9987,0.065,0.068
9988,0.066,0.07
9989,0.074,0.066
9990,0.076,0.074
9991,0.272,0.163
9992,0.327,0.19
9993,0.08,0.145
9994,0.08,0.152
9995,0.066,0.199
9996,0.136,0.316
9997,0.335,0.464
9998,0.326,0.566
9999,0.316,0.419
10000,0.357,0.4
10001,0.342,0.392
10002,0.423,0.459
10003,0.652,0.547
10004,0.576,0.577
10005,0.581,0.552
10006,0.573,0.487
10007,0.359,0.394
10008,0.133,0.313
10009,0.075,0.182
10010,0.07,0.069
10011,0.067,0.072
10012,0.063,0.072
10013,0.071,0.069
10014,0.187,0.066
10015,0.218,0.088
10016,0.343,0.195
10017,0.152,0.163
10018,0.126,0.126
10019,0.105,0.095
10020,0.11,0.089
10021,0.205,0.114
10022,0.308,0.178
10023,0.073,0.422
10024,0.075,0.496
10025,0.074,0.401
10026,0.131,0.411
10027,0.517,0.479
10028,0.5,0.575
10029,0.502,0.563
10030,0.705,0.496
10031,0.382,0.349
10032,0.241,0.221
10033,0.201,0.072
10034,0.207,0.065
10035,0.102,0.069
10036,0.06,0.069
10037,0.072,0.065
10038,0.073,0.073
10039,0.074,0.167
10040,0.215,0.179
10041,0.139,0.135
10042,0.053,0.104
10043,0.107,0.076
10044,0.405,0.083
10045,0.182,0.148
10046,0.072,0.34
10047,0.396,0.356
10048,0.343,0.433
10049,0.354,0.38
10050,0.344,0.437
10051,0.582,0.545
10052,0.557,0.598
10053,0.486,0.547
10054,0.441,0.46
10055,0.494,0.3
10056,0.141,0.167
10057,0.072,0.051
10058,0.072,0.063
10059,0.069,0.067
10060,0.06,0.067
10061,0.066,0.063
10062,0.074,0.101
10063,0.219,0.211
10064,0.114,0.14
10065,0.072,0.084
10066,0.121,0.062
10067,0.154,0.105
10068,0.062,0.154
10069,0.062,0.21
10070,0.701,0.431
10071,0.454,0.495
10072,0.427,0.404
10073,0.362,0.373
10074,0.441,0.428
10075,0.66,0.545
10076,0.451,0.573
10077,0.46,0.529
10078,0.382,0.444
10079,0.29,0.297
10080,0.249,0.186
10081,0.123,0.056
10082,0.075,0.063
10083,0.073,0.066
10084,0.075,0.065
10085,0.07,0.062
10086,0.06,0.082
10087,0.257,0.195
10088,0.124,0.156
10089,0.071,0.107
10090,0.082,0.074
10091,0.456,0.079
10092,0.232,0.121
10093,0.181,0.195
10094,0.435,0.421
10095,0.356,0.504
10096,0.401,0.385
10097,0.398,0.351
10098,0.465,0.412
10099,0.619,0.535
10100,0.517,0.57
10101,0.413,0.525
10102,0.64,0.442
10103,0.364,0.294
10104,0.077,0.18
10105,0.073,0.057
10106,0.077,0.064
10107,0.062,0.067
10108,0.06,0.065
10109,0.104,0.062
10110,0.072,0.082
10111,0.073,0.194
10112,0.082,0.157
10113,0.414,0.109
10114,0.095,0.076
10115,0.199,0.079
10116,0.326,0.118
10117,0.277,0.189
10118,0.224,0.418
10119,0.333,0.498
10120,0.42,0.385
10121,0.428,0.359
10122,0.437,0.42
10123,0.346,0.543
10124,0.523,0.573
10125,0.554,0.523
10126,0.583,0.437
10127,0.575,0.29
10128,0.485,0.173
10129,0.296,0.057
10130,0.298,0.064
10131,0.296,0.067
10132,0.233,0.065
10133,0.136,0.061
10134,0.07,0.083
10135,0.061,0.196
10136,0.06,0.155
10137,0.119,0.106
10138,0.22,0.074
10139,0.254,0.079
10140,0.493,0.121
10141,0.431,0.196
10142,0.302,0.421
10143,0.518,0.505
10144,0.286,0.384
10145,0.274,0.348
10146,0.657,0.412
10147,0.674,0.535
10148,0.467,0.569
10149,0.424,0.524
10150,0.296,0.441
10151,0.159,0.293
10152,0.031,0.178
