time_idx,Real,predict
9985,0.082,0.149
9986,0.065,0.144
9987,0.142,0.161
9988,0.165,0.189
9989,0.085,0.218
9990,0.292,0.245
9991,1.678,0.266
9992,1.052,0.28
9993,1.847,0.287
9994,0.915,0.289
9995,0.362,0.286
9996,0.325,0.281
9997,0.32,0.276
9998,0.171,0.27
9999,0.166,0.266
10000,0.239,0.263
10001,0.214,0.262
10002,0.139,0.261
10003,1.283,0.262
10004,3.015,0.262
10005,1.211,0.264
10006,0.748,0.265
10007,0.24,0.265
10008,0.1,0.266
10009,0.096,0.266
10010,0.099,0.266
10011,0.143,0.266
10012,0.189,0.266
10013,0.164,0.266
10014,0.111,0.266
10015,0.214,0.266
10016,0.222,0.265
10017,0.42,0.265
10018,1.257,0.265
10019,0.986,0.265
10020,0.709,0.265
10021,0.211,0.265
10022,0.095,0.266
10023,0.092,0.266
10024,0.249,0.266
10025,0.323,0.266
10026,0.237,0.266
10027,0.777,0.266
10028,1.63,0.266
10029,1.0,0.266
10030,1.032,0.266
10031,0.495,0.266
10032,0.254,0.266
10033,0.082,0.266
10034,0.066,0.266
10035,0.071,0.266
10036,0.123,0.266
10037,0.166,0.266
10038,0.129,0.266
10039,0.18,0.266
10040,0.201,0.266
10041,0.38,0.266
10042,1.337,0.266
10043,0.592,0.266
10044,0.403,0.266
10045,0.982,0.266
10046,1.752,0.266
10047,1.522,0.266
10048,0.97,0.266
10049,0.881,0.266
10050,0.453,0.266
10051,0.16,0.266
10052,0.131,0.266
10053,0.175,0.266
10054,0.554,0.266
10055,0.254,0.266
10056,0.166,0.266
10057,0.326,0.266
10058,0.111,0.266
10059,0.072,0.266
10060,0.071,0.266
10061,0.151,0.266
10062,0.167,0.266
10063,0.705,0.266
10064,0.977,0.266
10065,0.808,0.266
10066,0.371,0.266
10067,0.164,0.266
10068,0.162,0.266
10069,0.131,0.266
10070,1.294,0.266
10071,1.837,0.266
10072,1.392,0.266
10073,0.561,0.266
10074,0.531,0.266
10075,1.634,0.266
10076,2.738,0.266
10077,1.119,0.266
10078,0.346,0.266
10079,0.182,0.266
10080,0.071,0.266
10081,0.069,0.266
10082,0.124,0.266
10083,0.168,0.266
10084,0.146,0.266
10085,0.066,0.266
10086,0.068,0.266
10087,0.839,0.266
10088,1.201,0.266
10089,1.136,0.266
10090,1.009,0.266
10091,0.233,0.266
10092,0.068,0.266
10093,0.069,0.266
10094,0.987,0.266
10095,1.437,0.266
10096,0.981,0.266
10097,0.742,0.266
10098,1.567,0.266
10099,2.55,0.266
10100,2.051,0.266
10101,0.78,0.266
10102,1.206,0.266
10103,0.906,0.266
10104,0.166,0.266
10105,0.173,0.266
10106,0.106,0.266
10107,0.071,0.266
10108,0.08,0.266
10109,0.17,0.266
10110,0.131,0.266
10111,0.979,0.266
10112,1.176,0.266
10113,1.206,0.266
10114,0.661,0.266
10115,0.248,0.266
10116,0.064,0.266
10117,0.635,0.266
10118,0.808,0.266
10119,1.65,0.266
10120,1.552,0.266
10121,1.151,0.266
10122,0.979,0.266
10123,0.686,0.266
10124,1.631,0.266
10125,0.888,0.266
10126,0.701,0.266
10127,0.221,0.266
10128,0.086,0.266
10129,0.174,0.266
10130,0.136,0.266
10131,0.069,0.266
10132,0.068,0.266
10133,0.104,0.266
10134,0.169,0.266
10135,0.734,0.266
10136,0.787,0.266
10137,1.318,0.266
10138,1.673,0.266
10139,2.239,0.266
10140,1.924,0.266
10141,1.391,0.266
10142,0.787,0.266
10143,0.373,0.266
10144,0.566,0.266
10145,0.764,0.266
10146,0.174,0.266
10147,0.851,0.266
10148,1.979,0.266
10149,1.22,0.266
10150,1.125,0.266
10151,0.283,0.266
10152,0.04,0.266
