time_idx,Real,predict
9985,0.189,0.209
9986,0.207,0.221
9987,0.163,0.236
9988,0.215,0.256
9989,0.211,0.282
9990,0.241,0.312
9991,0.35,0.344
9992,0.276,0.369
9993,0.57,0.376
9994,0.339,0.363
9995,0.293,0.337
9996,0.22,0.309
9997,0.65,0.286
9998,0.261,0.269
9999,0.466,0.256
10000,0.318,0.248
10001,0.329,0.243
10002,0.383,0.241
10003,0.357,0.242
10004,1.047,0.246
10005,1.172,0.253
10006,0.405,0.263
10007,0.235,0.276
10008,0.185,0.291
10009,0.204,0.307
10010,0.156,0.32
10011,0.247,0.329
10012,0.193,0.33
10013,0.199,0.322
10014,0.155,0.31
10015,0.276,0.296
10016,0.766,0.282
10017,0.382,0.271
10018,0.347,0.262
10019,0.434,0.257
10020,0.435,0.254
10021,0.533,0.253
10022,0.311,0.256
10023,0.526,0.261
10024,0.309,0.268
10025,0.259,0.277
10026,0.549,0.288
10027,1.879,0.298
10028,1.007,0.308
10029,0.307,0.314
10030,0.3,0.316
10031,0.202,0.312
10032,0.251,0.304
10033,0.189,0.295
10034,0.214,0.285
10035,0.168,0.276
10036,0.18,0.269
10037,0.205,0.264
10038,0.155,0.261
10039,0.186,0.261
10040,0.253,0.262
10041,0.325,0.266
10042,0.313,0.271
10043,0.621,0.278
10044,0.333,0.286
10045,0.724,0.294
10046,0.618,0.301
10047,0.384,0.306
10048,0.399,0.307
10049,0.552,0.305
10050,0.378,0.3
10051,0.699,0.293
10052,0.961,0.286
10053,0.356,0.279
10054,0.363,0.273
10055,0.212,0.269
10056,0.214,0.267
10057,0.223,0.266
10058,0.18,0.267
10059,0.198,0.27
10060,0.201,0.274
10061,0.169,0.28
10062,0.228,0.286
10063,0.2,0.292
10064,0.612,0.297
10065,0.244,0.3
10066,0.239,0.301
10067,0.284,0.3
10068,0.176,0.296
10069,0.211,0.291
10070,0.163,0.286
10071,0.191,0.28
10072,0.256,0.276
10073,0.184,0.272
10074,1.069,0.27
10075,1.621,0.27
10076,0.967,0.271
10077,0.324,0.273
10078,0.28,0.277
10079,0.282,0.281
10080,0.284,0.286
10081,0.191,0.29
10082,0.237,0.294
10083,0.206,0.297
10084,0.225,0.297
10085,0.305,0.296
10086,0.185,0.293
10087,0.196,0.29
10088,0.259,0.285
10089,0.208,0.281
10090,0.224,0.277
10091,0.272,0.275
10092,0.324,0.273
10093,0.332,0.273
10094,0.302,0.274
10095,0.34,0.276
10096,0.387,0.278
10097,0.507,0.282
10098,0.356,0.285
10099,0.355,0.289
10100,0.968,0.292
10101,0.301,0.294
10102,0.233,0.294
10103,0.175,0.293
10104,0.193,0.291
10105,0.216,0.288
10106,0.177,0.285
10107,0.246,0.282
10108,0.288,0.279
10109,0.184,0.277
10110,0.188,0.275
10111,0.211,0.275
10112,0.814,0.276
10113,0.739,0.277
10114,0.255,0.28
10115,0.242,0.282
10116,1.019,0.285
10117,0.56,0.288
10118,0.691,0.29
10119,0.895,0.292
10120,0.439,0.292
10121,0.475,0.291
10122,0.27,0.29
10123,0.259,0.287
10124,0.377,0.285
10125,0.463,0.282
10126,0.254,0.28
10127,0.269,0.278
10128,0.166,0.277
10129,0.21,0.277
10130,0.18,0.278
10131,0.168,0.279
10132,0.221,0.281
10133,0.2,0.283
10134,0.176,0.285
10135,0.205,0.287
10136,0.267,0.289
10137,0.322,0.29
10138,0.204,0.29
10139,0.199,0.29
10140,0.387,0.288
10141,0.998,0.286
10142,0.337,0.284
10143,0.333,0.282
10144,0.349,0.281
10145,0.293,0.279
10146,0.25,0.279
10147,1.351,0.278
10148,0.613,0.279
10149,0.399,0.28
10150,0.301,0.281
10151,0.808,0.283
10152,0.143,0.285
