time_idx,Real,predict
9985,0.211,0.216
9986,0.21,0.236
9987,0.15,0.21
9988,0.216,0.232
9989,0.182,0.212
9990,0.176,0.222
9991,0.213,0.218
9992,0.147,0.214
9993,0.263,0.222
9994,0.248,0.21
9995,0.156,0.219
9996,0.211,0.211
9997,0.167,0.214
9998,0.191,0.214
9999,0.215,0.21
10000,2.383,0.215
10001,1.445,0.209
10002,0.592,0.213
10003,0.757,0.21
10004,0.369,0.21
10005,0.204,0.212
10006,0.212,0.209
10007,0.248,0.211
10008,0.195,0.209
10009,0.262,0.21
10010,0.237,0.21
10011,0.176,0.209
10012,0.214,0.21
10013,0.199,0.208
10014,0.222,0.21
10015,0.207,0.209
10016,0.151,0.209
10017,0.211,0.21
10018,0.166,0.209
10019,0.19,0.21
10020,0.212,0.209
10021,0.147,0.209
10022,0.235,0.209
10023,0.247,0.209
10024,0.221,0.209
10025,0.235,0.209
10026,0.148,0.209
10027,0.21,0.209
10028,0.201,0.209
10029,0.154,0.209
10030,0.21,0.209
10031,0.164,0.209
10032,0.191,0.209
10033,0.21,0.209
10034,0.148,0.209
10035,0.212,0.209
10036,0.179,0.209
10037,0.178,0.209
10038,0.243,0.209
10039,0.345,0.209
10040,0.147,0.209
10041,0.213,0.209
10042,0.185,0.209
10043,0.171,0.209
10044,0.208,0.209
10045,0.15,0.209
10046,0.206,0.209
10047,0.206,0.209
10048,0.149,0.209
10049,0.208,0.209
10050,0.175,0.209
10051,0.181,0.209
10052,0.21,0.209
10053,0.145,0.209
10054,0.208,0.209
10055,0.202,0.209
10056,0.154,0.209
10057,0.21,0.209
10058,0.17,0.209
10059,0.188,0.209
10060,0.213,0.209
10061,0.148,0.209
10062,0.21,0.209
10063,0.189,0.209
10064,0.165,0.209
10065,0.21,0.209
10066,0.155,0.209
10067,0.204,0.209
10068,0.21,0.209
10069,0.15,0.209
10070,0.234,0.209
10071,0.766,0.209
10072,1.846,0.209
10073,2.77,0.209
10074,3.799,0.209
10075,0.289,0.209
10076,0.209,0.209
10077,0.146,0.209
10078,0.21,0.209
10079,0.2,0.209
10080,0.156,0.209
10081,0.211,0.209
10082,0.176,0.209
10083,0.227,0.209
10084,0.26,0.209
10085,0.166,0.209
10086,0.211,0.209
10087,0.203,0.209
10088,0.152,0.209
10089,0.211,0.209
10090,0.173,0.209
10091,0.185,0.209
10092,0.211,0.209
10093,0.147,0.209
10094,0.212,0.209
10095,0.276,0.209
10096,0.202,0.209
10097,0.26,0.209
10098,0.188,0.209
10099,0.184,0.209
10100,0.208,0.209
10101,0.143,0.209
10102,0.209,0.209
10103,0.193,0.209
10104,0.161,0.209
10105,0.209,0.209
10106,0.159,0.209
10107,0.195,0.209
10108,0.208,0.209
10109,0.146,0.209
10110,0.214,0.209
10111,0.232,0.209
10112,0.197,0.209
10113,0.207,0.209
10114,0.148,0.209
10115,0.474,0.209
10116,0.718,0.209
10117,0.318,0.209
10118,0.258,0.209
10119,0.198,0.209
10120,0.164,0.209
10121,0.209,0.209
10122,0.184,0.209
10123,0.35,0.209
10124,0.183,0.209
10125,0.21,0.209
10126,0.161,0.209
10127,0.194,0.209
10128,0.206,0.209
10129,0.147,0.209
10130,0.209,0.209
10131,0.198,0.209
10132,0.158,0.209
10133,0.21,0.209
10134,0.23,0.209
10135,0.218,0.209
10136,0.207,0.209
10137,0.146,0.209
10138,0.208,0.209
10139,0.194,0.209
10140,0.156,0.209
10141,0.206,0.209
10142,0.169,0.209
10143,0.186,0.209
10144,0.228,0.209
10145,0.197,0.209
10146,0.257,0.209
10147,0.221,0.209
10148,0.155,0.209
10149,0.206,0.209
10150,0.167,0.209
10151,0.187,0.209
10152,0.076,0.209
