time_idx,Real,predict
9985,0.031,0.019
9986,0.032,0.035
9987,0.024,0.03
9988,0.022,0.041
9989,0.034,0.022
9990,0.033,0.035
9991,0.015,0.026
9992,0.226,0.155
9993,0.079,0.128
9994,0.83,1.278
9995,0.113,0.166
9996,0.054,0.452
9997,0.071,0.138
9998,0.121,0.086
9999,0.095,0.06
10000,0.053,0.105
10001,0.079,0.25
10002,0.633,0.291
10003,0.347,0.3
10004,0.392,0.324
10005,0.363,0.284
10006,0.225,0.301
10007,0.034,0.165
10008,0.028,0.032
10009,0.03,0.027
10010,0.03,0.033
10011,0.034,0.037
10012,0.032,0.042
10013,0.012,0.033
10014,0.033,0.04
10015,0.034,0.028
10016,0.248,0.211
10017,0.392,0.088
10018,0.355,0.919
10019,0.028,0.094
10020,0.036,0.315
10021,0.161,0.166
10022,0.035,0.062
10023,0.096,0.061
10024,0.06,0.608
10025,0.048,1.331
10026,0.904,0.375
10027,0.544,0.468
10028,0.425,0.443
10029,0.427,0.426
10030,0.347,0.38
10031,0.762,0.301
10032,0.03,0.097
10033,0.017,0.028
10034,0.028,0.029
10035,0.036,0.032
10036,0.035,0.029
10037,0.025,0.036
10038,0.022,0.02
10039,0.036,0.03
10040,0.033,0.041
10041,0.222,0.182
10042,0.085,0.138
10043,0.866,0.695
10044,0.062,0.454
10045,0.064,0.2
10046,0.108,0.122
10047,0.092,0.122
10048,0.143,0.076
10049,0.08,0.095
10050,0.966,0.426
10051,0.391,0.471
10052,0.359,0.372
10053,0.351,0.371
10054,0.684,0.351
10055,0.03,0.312
10056,0.031,0.073
10057,0.031,0.029
10058,0.034,0.027
10059,0.036,0.039
10060,0.023,0.034
10061,0.025,0.043
10062,0.035,0.026
10063,0.265,0.041
10064,0.895,0.023
10065,0.243,0.211
10066,0.144,0.102
10067,0.039,0.33
10068,0.727,0.636
10069,0.16,0.281
10070,0.127,0.185
10071,0.078,0.114
10072,0.072,0.086
10073,0.181,0.074
10074,0.309,0.351
10075,0.369,0.426
10076,0.338,0.363
10077,0.336,0.362
10078,0.657,0.344
10079,0.032,0.274
10080,0.03,0.048
10081,0.032,0.031
10082,0.032,0.029
10083,0.035,0.041
10084,0.025,0.034
10085,0.022,0.045
10086,0.033,0.025
10087,0.347,0.042
10088,0.426,0.024
10089,0.07,0.218
10090,0.032,0.104
10091,0.031,0.256
10092,0.032,0.713
10093,0.026,0.289
10094,0.088,0.189
10095,0.04,0.113
10096,0.042,0.088
10097,0.066,0.073
10098,0.4,0.358
10099,0.342,0.421
10100,0.353,0.363
10101,0.346,0.36
10102,0.347,0.344
10103,0.315,0.265
10104,0.03,0.045
10105,0.032,0.031
10106,0.032,0.03
10107,0.036,0.041
10108,0.025,0.034
10109,0.022,0.045
10110,0.035,0.025
10111,0.035,0.041
10112,0.265,0.026
10113,0.071,0.223
10114,0.294,0.105
10115,0.066,0.253
10116,0.132,0.714
10117,0.052,0.29
10118,0.044,0.189
10119,0.062,0.113
10120,0.087,0.088
10121,0.042,0.072
10122,1.025,0.353
10123,0.385,0.422
10124,0.349,0.363
10125,0.348,0.36
10126,0.305,0.344
10127,0.032,0.267
10128,0.023,0.045
10129,0.023,0.031
10130,0.023,0.03
10131,0.028,0.041
10132,0.025,0.034
10133,0.026,0.045
10134,0.002,0.025
10135,0.027,0.041
10136,0.09,0.025
10137,0.242,0.223
10138,0.263,0.105
10139,0.791,0.254
10140,0.353,0.713
10141,0.428,0.289
10142,0.037,0.189
10143,0.118,0.113
10144,0.076,0.088
10145,0.256,0.072
10146,0.957,0.355
10147,0.371,0.422
10148,0.359,0.363
10149,0.342,0.361
10150,0.485,0.344
10151,0.202,0.266
10152,0.022,0.045
