time_idx,Real,predict
9985,0.203,0.277
9986,0.293,0.259
9987,0.201,0.207
9988,0.193,0.133
9989,0.138,0.083
9990,0.075,0.071
9991,0.074,0.072
9992,0.069,0.076
9993,0.067,0.08
9994,0.066,0.085
9995,0.069,0.09
9996,0.155,0.095
9997,0.253,0.101
9998,0.253,0.107
9999,0.17,0.115
10000,0.071,0.126
10001,0.196,0.138
10002,0.077,0.151
10003,0.069,0.166
10004,0.174,0.18
10005,0.322,0.193
10006,0.271,0.204
10007,0.233,0.212
10008,0.276,0.22
10009,0.315,0.227
10010,0.293,0.231
10011,0.215,0.229
10012,0.209,0.216
10013,0.128,0.188
10014,0.075,0.149
10015,0.078,0.116
10016,0.076,0.102
10017,0.065,0.1
10018,0.069,0.104
10019,0.068,0.112
10020,0.175,0.122
10021,0.277,0.135
10022,0.204,0.149
10023,0.1,0.164
10024,0.159,0.178
10025,0.169,0.191
10026,0.101,0.202
10027,0.147,0.211
10028,0.368,0.219
10029,0.342,0.225
10030,0.282,0.229
10031,0.228,0.228
10032,0.32,0.215
10033,0.257,0.189
10034,0.289,0.15
10035,0.23,0.117
10036,0.187,0.103
10037,0.128,0.101
10038,0.076,0.105
10039,0.074,0.113
10040,0.068,0.124
10041,0.067,0.137
10042,0.071,0.151
10043,0.076,0.166
10044,0.074,0.181
10045,0.117,0.193
10046,0.291,0.204
10047,0.158,0.212
10048,0.22,0.22
10049,0.139,0.226
10050,0.085,0.23
10051,0.141,0.226
10052,0.152,0.211
10053,0.333,0.182
10054,0.283,0.143
10055,0.259,0.114
10056,0.349,0.102
10057,0.249,0.101
10058,0.272,0.106
10059,0.199,0.115
10060,0.209,0.126
10061,0.12,0.139
10062,0.07,0.154
10063,0.066,0.169
10064,0.095,0.183
10065,0.105,0.195
10066,0.097,0.205
10067,0.365,0.214
10068,0.225,0.221
10069,0.213,0.227
10070,0.233,0.23
10071,0.165,0.224
10072,0.091,0.207
10073,0.209,0.175
10074,0.077,0.136
10075,0.07,0.11
10076,0.158,0.101
10077,0.34,0.102
10078,0.271,0.108
10079,0.22,0.117
10080,0.357,0.129
10081,0.276,0.142
10082,0.288,0.157
10083,0.198,0.172
10084,0.218,0.186
10085,0.117,0.197
10086,0.074,0.207
10087,0.182,0.215
10088,0.153,0.222
10089,0.081,0.228
10090,0.077,0.229
10091,0.08,0.222
10092,0.21,0.202
10093,0.21,0.168
10094,0.21,0.13
10095,0.176,0.107
10096,0.076,0.101
10097,0.167,0.103
10098,0.066,0.109
10099,0.15,0.119
10100,0.158,0.131
10101,0.319,0.145
10102,0.253,0.16
10103,0.296,0.175
10104,0.227,0.188
10105,0.356,0.199
10106,0.181,0.209
10107,0.109,0.217
10108,0.145,0.224
10109,0.087,0.229
10110,0.08,0.229
10111,0.173,0.219
10112,0.091,0.196
10113,0.067,0.16
10114,0.069,0.124
10115,0.202,0.105
10116,0.215,0.101
10117,0.205,0.104
10118,0.17,0.111
10119,0.091,0.121
10120,0.15,0.134
10121,0.095,0.148
10122,0.069,0.163
10123,0.079,0.178
10124,0.222,0.191
10125,0.413,0.201
10126,0.257,0.21
10127,0.267,0.218
10128,0.318,0.225
10129,0.22,0.229
10130,0.28,0.228
10131,0.283,0.216
10132,0.189,0.19
10133,0.133,0.152
10134,0.08,0.119
10135,0.072,0.104
10136,0.069,0.101
10137,0.071,0.105
10138,0.113,0.113
10139,0.121,0.123
10140,0.084,0.136
10141,0.167,0.151
10142,0.114,0.166
10143,0.085,0.18
10144,0.192,0.193
10145,0.094,0.203
10146,0.073,0.212
10147,0.077,0.22
10148,0.143,0.226
10149,0.323,0.23
10150,0.268,0.226
10151,0.253,0.212
10152,0.125,0.184
