time_idx,Real,predict
9985,0.393,0.343
9986,0.178,0.27
9987,0.124,0.223
9988,0.203,0.204
9989,0.132,0.207
9990,0.185,0.236
9991,0.293,0.319
9992,1.211,0.76
9993,0.555,0.581
9994,0.435,0.381
9995,0.529,0.381
9996,0.138,0.598
9997,0.299,0.445
9998,0.883,0.461
9999,0.64,0.499
10000,0.707,0.621
10001,0.599,0.63
10002,0.893,0.659
10003,0.609,0.669
10004,0.62,0.623
10005,0.588,0.467
10006,0.355,0.318
10007,0.149,0.292
10008,0.193,0.355
10009,0.186,0.342
10010,0.304,0.196
10011,0.313,0.176
10012,0.102,0.182
10013,0.191,0.21
10014,0.181,0.258
10015,0.247,0.443
10016,0.454,0.566
10017,0.31,0.367
10018,0.779,0.196
10019,0.375,0.14
10020,0.483,0.208
10021,0.582,0.434
10022,0.386,0.495
10023,0.93,0.488
10024,0.473,0.747
10025,0.59,0.974
10026,0.508,0.912
10027,0.602,0.803
10028,0.606,0.678
10029,0.688,0.457
10030,0.3,0.324
10031,0.439,0.303
10032,0.449,0.316
10033,0.317,0.285
10034,0.339,0.235
10035,0.295,0.213
10036,0.189,0.205
10037,0.131,0.214
10038,0.173,0.251
10039,0.292,0.381
10040,0.491,0.827
10041,0.339,0.529
10042,0.293,0.369
10043,0.424,0.393
10044,0.602,0.595
10045,1.964,0.441
10046,0.823,0.465
10047,1.182,0.512
10048,0.509,0.624
10049,0.376,0.631
10050,0.611,0.657
10051,0.704,0.669
10052,0.562,0.632
10053,0.602,0.482
10054,0.472,0.322
10055,0.627,0.284
10056,0.436,0.352
10057,0.16,0.354
10058,0.106,0.204
10059,0.206,0.177
10060,0.18,0.18
10061,0.101,0.207
10062,0.222,0.254
10063,0.276,0.428
10064,0.441,0.576
10065,1.111,0.365
10066,0.429,0.203
10067,0.135,0.141
10068,0.168,0.205
10069,0.195,0.425
10070,0.636,0.497
10071,0.992,0.485
10072,0.677,0.742
10073,0.742,0.973
10074,1.032,0.914
10075,0.619,0.804
10076,0.644,0.68
10077,0.332,0.46
10078,0.352,0.325
10079,0.311,0.303
10080,0.344,0.316
10081,0.513,0.286
10082,0.187,0.236
10083,0.085,0.213
10084,0.202,0.205
10085,0.172,0.214
10086,0.143,0.25
10087,0.293,0.376
10088,0.435,0.826
10089,0.36,0.534
10090,0.274,0.368
10091,0.253,0.389
10092,0.2,0.597
10093,0.216,0.441
10094,0.277,0.466
10095,0.753,0.509
10096,0.607,0.623
10097,0.848,0.63
10098,1.319,0.657
10099,0.7,0.669
10100,0.684,0.634
10101,0.455,0.487
10102,0.51,0.324
10103,0.239,0.283
10104,0.383,0.351
10105,0.448,0.356
10106,0.199,0.206
10107,0.101,0.178
10108,0.186,0.18
10109,0.183,0.207
10110,0.145,0.253
10111,0.285,0.42
10112,0.949,0.581
10113,0.677,0.362
10114,0.541,0.207
10115,0.792,0.141
10116,0.775,0.201
10117,0.459,0.415
10118,0.498,0.502
10119,0.459,0.481
10120,0.278,0.735
10121,0.551,0.972
10122,0.875,0.917
10123,0.646,0.807
10124,0.66,0.685
10125,0.623,0.465
10126,0.497,0.327
10127,0.307,0.302
10128,0.403,0.316
10129,0.483,0.287
10130,0.261,0.237
10131,0.199,0.213
10132,0.2,0.205
10133,0.202,0.213
10134,0.24,0.249
10135,0.295,0.368
10136,0.553,0.823
10137,0.384,0.541
10138,0.254,0.368
10139,0.145,0.384
10140,0.197,0.6
10141,0.187,0.441
10142,0.409,0.468
10143,0.69,0.505
10144,0.557,0.623
10145,0.403,0.63
10146,0.74,0.656
10147,0.698,0.669
10148,0.647,0.637
10149,0.595,0.493
10150,0.426,0.327
10151,0.379,0.282
10152,0.219,0.349
