time_idx,Real,predict
9985,0.058,0.15
9986,0.077,0.128
9987,0.081,0.115
9988,0.148,0.109
9989,0.096,0.105
9990,0.073,0.103
9991,0.339,0.102
9992,0.258,0.101
9993,0.165,0.101
9994,0.15,0.1
9995,0.131,0.1
9996,0.216,0.099
9997,0.136,0.098
9998,0.09,0.097
9999,0.091,0.096
10000,0.118,0.095
10001,0.146,0.094
10002,0.156,0.093
10003,0.161,0.092
10004,0.228,0.091
10005,0.258,0.09
10006,0.109,0.089
10007,0.13,0.088
10008,0.129,0.018
10009,0.081,0.055
10010,0.057,0.067
10011,0.115,0.078
10012,0.135,0.089
10013,0.089,0.098
10014,0.109,0.103
10015,0.326,0.105
10016,0.265,0.106
10017,0.213,0.104
10018,0.219,0.102
10019,0.232,0.099
10020,0.259,0.096
10021,0.208,0.093
10022,0.154,0.09
10023,0.178,0.087
10024,0.208,0.084
10025,0.878,0.081
10026,0.81,0.078
10027,0.412,0.076
10028,0.463,0.074
10029,0.524,0.072
10030,0.194,0.07
10031,0.243,0.068
10032,0.097,0.056
10033,0.098,0.054
10034,0.133,0.061
10035,0.134,0.074
10036,0.104,0.089
10037,0.091,0.103
10038,0.329,0.116
10039,0.47,0.127
10040,0.441,0.136
10041,0.389,0.142
10042,0.569,0.147
10043,0.338,0.151
10044,0.386,0.153
10045,0.511,0.155
10046,0.634,0.157
10047,0.553,0.158
10048,0.465,0.16
10049,0.374,0.161
10050,0.516,0.162
10051,0.603,0.164
10052,0.677,0.165
10053,0.705,0.166
10054,0.538,0.168
10055,0.314,0.169
10056,0.11,0.106
10057,0.188,0.123
10058,0.194,0.135
10059,0.163,0.143
10060,0.146,0.152
10061,0.193,0.161
10062,0.21,0.167
10063,0.407,0.171
10064,0.397,0.172
10065,0.294,0.171
10066,0.301,0.169
10067,0.716,0.166
10068,0.301,0.163
10069,0.31,0.16
10070,0.216,0.158
10071,1.423,0.156
10072,0.887,0.154
10073,3.121,0.153
10074,2.266,0.152
10075,1.72,0.151
10076,0.612,0.15
10077,0.595,0.15
10078,0.3,0.15
10079,0.313,0.149
10080,0.12,0.129
10081,0.197,0.172
10082,0.153,0.182
10083,0.13,0.187
10084,0.165,0.191
10085,0.211,0.192
10086,0.153,0.191
10087,0.576,0.189
10088,0.471,0.187
10089,0.316,0.185
10090,0.306,0.183
10091,0.36,0.182
10092,0.415,0.181
10093,0.64,0.181
10094,0.674,0.18
10095,1.402,0.18
10096,0.986,0.18
10097,2.767,0.18
10098,1.589,0.179
10099,0.655,0.179
10100,0.705,0.179
10101,0.568,0.178
10102,0.483,0.178
10103,0.355,0.178
10104,0.13,0.136
10105,0.114,0.124
10106,0.086,0.127
10107,0.191,0.137
10108,0.101,0.15
10109,0.096,0.163
10110,0.151,0.174
10111,0.72,0.182
10112,0.372,0.187
10113,0.29,0.189
10114,0.285,0.19
10115,1.121,0.191
10116,2.043,0.191
10117,1.227,0.192
10118,0.675,0.193
10119,1.609,0.195
10120,1.737,0.197
10121,0.613,0.2
10122,0.79,0.203
10123,0.716,0.206
10124,1.603,0.21
10125,1.979,0.214
10126,0.412,0.219
10127,0.329,0.224
10128,0.135,0.16
10129,0.122,0.128
10130,0.172,0.112
10131,0.11,0.11
10132,0.091,0.119
10133,0.127,0.133
10134,0.207,0.148
10135,0.777,0.162
10136,0.63,0.173
10137,0.371,0.179
10138,0.389,0.183
10139,0.372,0.184
10140,0.398,0.183
10141,0.496,0.181
10142,0.247,0.179
10143,0.961,0.178
10144,1.846,0.178
10145,1.822,0.178
10146,1.921,0.178
10147,2.625,0.178
10148,1.15,0.179
10149,0.863,0.179
10150,0.351,0.18
10151,0.359,0.18
10152,0.084,0.205
