time_idx,Real,predict
9985,0.209,0.147
9986,0.106,0.086
9987,0.108,0.076
9988,0.104,0.074
9989,0.076,0.077
9990,0.08,0.08
9991,0.089,0.082
9992,0.074,0.083
9993,0.074,0.082
9994,0.075,0.08
9995,0.122,0.077
9996,0.137,0.075
9997,0.074,0.073
9998,0.074,0.072
9999,0.23,0.073
10000,0.304,0.074
10001,0.166,0.074
10002,0.302,0.073
10003,0.221,0.072
10004,0.405,0.073
10005,0.171,0.076
10006,0.247,0.081
10007,0.314,0.086
10008,0.272,0.088
10009,0.255,0.087
10010,0.086,0.082
10011,0.077,0.081
10012,0.076,0.079
10013,0.075,0.076
10014,0.256,0.074
10015,0.08,0.072
10016,0.16,0.072
10017,0.134,0.073
10018,0.091,0.076
10019,0.076,0.083
10020,0.074,0.094
10021,0.635,0.109
10022,0.314,0.132
10023,0.885,0.187
10024,0.335,0.324
10025,0.365,0.409
10026,0.271,0.426
10027,0.381,0.454
10028,0.298,0.452
10029,0.277,0.408
10030,0.277,0.312
10031,0.289,0.258
10032,0.293,0.213
10033,0.291,0.177
10034,0.296,0.131
10035,0.293,0.084
10036,0.131,0.08
10037,0.079,0.081
10038,0.078,0.082
10039,0.078,0.081
10040,0.078,0.081
10041,0.077,0.079
10042,0.267,0.077
10043,0.198,0.076
10044,0.299,0.075
10045,0.079,0.075
10046,0.084,0.076
10047,0.21,0.078
10048,0.377,0.08
10049,0.256,0.08
10050,0.296,0.079
10051,0.414,0.078
10052,0.274,0.077
10053,0.285,0.077
10054,0.263,0.078
10055,0.186,0.079
10056,0.117,0.072
10057,0.109,0.082
10058,0.086,0.084
10059,0.085,0.075
10060,0.084,0.069
10061,0.083,0.068
10062,0.21,0.066
10063,0.083,0.065
10064,0.072,0.064
10065,0.071,0.062
10066,0.072,0.061
10067,0.084,0.06
10068,0.083,0.06
10069,0.742,0.06
10070,0.205,0.061
10071,0.081,0.064
10072,0.08,0.07
10073,0.082,0.083
10074,0.125,0.111
10075,0.4,0.197
10076,0.413,0.359
10077,0.276,0.246
10078,0.342,0.176
10079,0.174,0.071
10080,0.084,0.07
10081,0.081,0.071
10082,0.08,0.07
10083,0.078,0.072
10084,0.081,0.075
10085,0.08,0.078
10086,0.231,0.079
10087,0.085,0.079
10088,0.081,0.078
10089,0.079,0.076
10090,0.08,0.073
10091,0.081,0.07
10092,0.073,0.069
10093,0.072,0.071
10094,0.072,0.077
10095,0.073,0.088
10096,0.081,0.107
10097,0.079,0.172
10098,0.149,0.389
10099,0.148,0.393
10100,0.5,0.318
10101,0.302,0.267
10102,0.35,0.143
10103,0.094,0.077
10104,0.078,0.076
10105,0.076,0.073
10106,0.075,0.073
10107,0.076,0.076
10108,0.14,0.079
10109,0.101,0.08
10110,0.275,0.08
10111,0.088,0.079
10112,0.077,0.076
10113,0.079,0.074
10114,0.08,0.072
10115,0.08,0.071
10116,0.073,0.072
10117,0.072,0.073
10118,0.071,0.074
10119,0.074,0.074
10120,0.079,0.079
10121,0.079,0.092
10122,0.112,0.13
10123,0.228,0.285
10124,0.557,0.367
10125,0.303,0.289
10126,0.29,0.263
10127,0.183,0.088
10128,0.076,0.069
10129,0.074,0.071
10130,0.074,0.072
10131,0.081,0.072
10132,0.08,0.072
10133,0.081,0.073
10134,0.206,0.074
10135,0.086,0.074
10136,0.08,0.073
10137,0.072,0.071
10138,0.114,0.068
10139,0.102,0.064
10140,0.08,0.06
10141,0.078,0.056
10142,0.08,0.055
10143,0.079,0.055
10144,0.082,0.056
10145,0.079,0.058
10146,0.118,0.06
10147,0.213,0.064
10148,0.445,0.068
10149,0.438,0.075
10150,0.286,0.083
10151,0.122,0.093
10152,0.035,0.115
