time,Energy_kwh,house_hold,temperature,windSpeed,precipType,icon,summary,holiday,bool_weather_missing_values,year,month,day,hour,dayofweek_num
2013-01-01 00:00:00,0.365,0,7.01,5.46,0,0,0,1,0,0,0,0,0,0
2013-01-01 01:00:00,0.396,0,7.49,5.51,0,0,0,0,0,0,0,0,1,0
2013-01-01 02:00:00,0.357,0,7.16,5.74,0,0,0,0,0,0,0,0,2,0
2013-01-01 03:00:00,0.313,0,7.04,4.98,0,0,0,0,0,0,0,0,3,0
2013-01-01 04:00:00,0.154,0,6.29,4.2,0,0,0,0,0,0,0,0,4,0
2013-01-01 05:00:00,0.147,0,6.2,4.37,0,0,0,0,0,0,0,0,5,0
2013-01-01 06:00:00,0.132,0,5.73,4.71,0,0,0,0,0,0,0,0,6,0
2013-01-01 07:00:00,0.189,0,5.04,5.22,0,0,0,0,0,0,0,0,7,0
2013-01-01 08:00:00,0.31,0,5.76,4.86,0,0,0,0,0,0,0,0,8,0
2013-01-01 09:00:00,0.42900000000000005,0,5.36,4.48,0,1,0,0,0,0,0,0,9,0
2013-01-01 10:00:00,0.276,0,5.22,4.03,0,1,0,0,0,0,0,0,10,0
2013-01-01 11:00:00,0.224,0,4.44,4.0,0,1,1,0,0,0,0,0,11,0
2013-01-01 12:00:00,0.5309999999999999,0,4.01,4.15,0,1,0,0,0,0,0,0,12,0
2013-01-01 13:00:00,1.104,0,3.94,3.8,0,1,1,0,0,0,0,0,13,0
2013-01-01 14:00:00,0.6020000000000001,0,3.37,3.25,0,1,0,0,0,0,0,0,14,0
2013-01-01 15:00:00,0.272,0,3.31,2.97,0,2,2,0,0,0,0,0,15,0
2013-01-01 16:00:00,0.361,0,3.34,3.37,0,0,0,0,0,0,0,0,16,0
2013-01-01 17:00:00,0.352,0,3.36,3.06,0,3,2,0,0,0,0,0,17,0
2013-01-01 18:00:00,0.46099999999999997,0,3.5,3.05,0,0,1,0,0,0,0,0,18,0
2013-01-01 19:00:00,0.29700000000000004,0,4.42,3.17,0,0,0,0,0,0,0,0,19,0
2013-01-01 20:00:00,0.29300000000000004,0,4.93,3.1,0,0,0,0,0,0,0,0,20,0
2013-01-01 21:00:00,0.28600000000000003,0,5.55,3.02,0,0,0,0,0,0,0,0,21,0
2013-01-01 22:00:00,0.28800000000000003,0,6.1,3.52,0,0,0,0,0,0,0,0,22,0
2013-01-01 23:00:00,0.317,0,6.77,3.4,0,0,1,0,0,0,0,0,23,0
2013-01-02 00:00:00,0.186,0,4.01,4.15,0,0,0,0,0,0,0,1,0,1
2013-01-02 01:00:00,0.184,0,3.94,3.8,0,0,1,0,0,0,0,1,1,1
2013-01-02 02:00:00,0.181,0,3.37,3.25,0,0,0,0,0,0,0,1,2,1
2013-01-02 03:00:00,0.18,0,3.31,2.97,0,3,2,0,0,0,0,1,3,1
2013-01-02 04:00:00,0.177,0,3.34,3.37,0,0,0,0,0,0,0,1,4,1
2013-01-02 05:00:00,0.176,0,3.36,3.06,0,3,2,0,0,0,0,1,5,1
2013-01-02 06:00:00,0.42000000000000004,0,3.5,3.05,0,0,1,0,0,0,0,1,6,1
2013-01-02 07:00:00,0.361,0,4.42,3.17,0,0,0,0,0,0,0,1,7,1
2013-01-02 08:00:00,0.318,0,4.93,3.1,0,0,0,0,0,0,0,1,8,1
2013-01-02 09:00:00,0.32,0,5.55,3.02,0,1,0,0,0,0,0,1,9,1
2013-01-02 10:00:00,0.28500000000000003,0,6.1,3.52,0,1,0,0,0,0,0,1,10,1
2013-01-02 11:00:00,0.201,0,6.77,3.4,0,1,1,0,0,0,0,1,11,1
2013-01-02 12:00:00,0.366,0,7.22,3.41,0,1,1,0,0,0,0,1,12,1
2013-01-02 13:00:00,0.276,0,7.58,4.0,0,1,1,0,0,0,0,1,13,1
2013-01-02 14:00:00,0.243,0,7.53,4.48,0,1,1,0,0,0,0,1,14,1
2013-01-02 15:00:00,0.41300000000000003,0,7.64,4.14,0,1,1,0,0,0,0,1,15,1
2013-01-02 16:00:00,0.278,0,8.17,4.04,0,0,1,0,0,0,0,1,16,1
2013-01-02 17:00:00,0.28500000000000003,0,8.78,4.52,0,0,1,0,0,0,0,1,17,1
2013-01-02 18:00:00,0.46699999999999997,0,9.42,4.85,0,0,1,0,0,0,0,1,18,1
2013-01-02 19:00:00,0.33099999999999996,0,9.86,4.74,0,0,1,0,0,0,0,1,19,1
2013-01-02 20:00:00,0.328,0,10.33,4.74,0,0,1,0,0,0,0,1,20,1
2013-01-02 21:00:00,0.41000000000000003,0,10.51,4.73,0,0,1,0,0,0,0,1,21,1
2013-01-02 22:00:00,0.45799999999999996,0,10.82,4.15,0,0,1,0,0,0,0,1,22,1
2013-01-02 23:00:00,0.289,0,10.77,4.11,0,0,0,0,0,0,0,1,23,1
2013-01-03 00:00:00,0.29,0,10.69,4.78,0,0,1,0,0,0,0,2,0,2
2013-01-03 01:00:00,0.373,0,10.31,4.18,0,0,0,0,0,0,0,2,1,2
2013-01-03 02:00:00,0.186,0,10.27,4.33,0,0,1,0,0,0,0,2,2,2
2013-01-03 03:00:00,0.183,0,10.28,4.27,0,0,1,0,0,0,0,2,3,2
2013-01-03 04:00:00,0.16799999999999998,0,10.19,3.95,0,0,1,0,0,0,0,2,4,2
2013-01-03 05:00:00,0.133,0,9.74,3.82,0,0,1,0,0,0,0,2,5,2
2013-01-03 06:00:00,0.128,0,9.72,4.81,0,0,0,0,0,0,0,2,6,2
2013-01-03 07:00:00,0.16599999999999998,0,9.65,5.21,0,0,1,0,0,0,0,2,7,2
2013-01-03 08:00:00,0.11499999999999999,0,9.73,4.94,0,0,1,0,0,0,0,2,8,2
2013-01-03 09:00:00,0.124,0,10.13,4.49,0,1,1,0,0,0,0,2,9,2
2013-01-03 10:00:00,0.257,0,10.26,4.6,0,1,0,0,0,0,0,2,10,2
2013-01-03 11:00:00,0.272,0,10.42,4.77,0,1,0,0,0,0,0,2,11,2
2013-01-03 12:00:00,0.651,0,10.92,4.02,0,1,0,0,0,0,0,2,12,2
2013-01-03 13:00:00,0.289,0,11.41,4.3,0,1,0,0,0,0,0,2,13,2
2013-01-03 14:00:00,1.1349999999999998,0,11.39,4.49,0,1,0,0,0,0,0,2,14,2
2013-01-03 15:00:00,0.536,0,11.38,4.29,0,1,0,0,0,0,0,2,15,2
2013-01-03 16:00:00,0.148,0,10.86,4.07,0,0,0,0,0,0,0,2,16,2
2013-01-03 17:00:00,0.556,0,10.42,3.73,0,0,0,0,0,0,0,2,17,2
2013-01-03 18:00:00,0.316,0,10.71,3.75,0,0,0,0,0,0,0,2,18,2
2013-01-03 19:00:00,0.32999999999999996,0,10.69,4.85,0,0,1,0,0,0,0,2,19,2
2013-01-03 20:00:00,0.235,0,10.79,4.48,0,0,1,0,0,0,0,2,20,2
2013-01-03 21:00:00,0.424,0,10.85,4.37,0,0,1,0,0,0,0,2,21,2
2013-01-03 22:00:00,0.345,0,11.21,3.92,0,4,3,0,0,0,0,2,22,2
2013-01-03 23:00:00,0.28500000000000003,0,10.84,4.57,0,0,1,0,0,0,0,2,23,2
2013-01-04 00:00:00,0.135,0,10.79,4.76,0,0,1,1,0,0,0,3,0,3
2013-01-04 01:00:00,0.152,0,10.28,4.75,0,4,3,0,0,0,0,3,1,3
2013-01-04 02:00:00,0.196,0,10.2,4.41,0,4,3,0,0,0,0,3,2,3
2013-01-04 03:00:00,0.123,0,9.82,4.56,0,4,3,0,0,0,0,3,3,3
2013-01-04 04:00:00,0.096,0,9.76,4.97,0,4,3,0,0,0,0,3,4,3
2013-01-04 05:00:00,0.089,0,9.76,4.61,0,4,3,0,0,0,0,3,5,3
2013-01-04 06:00:00,0.098,0,9.72,5.44,0,0,1,0,0,0,0,3,6,3
2013-01-04 07:00:00,0.363,0,9.55,4.74,0,0,1,0,0,0,0,3,7,3
2013-01-04 08:00:00,0.183,0,9.57,4.38,0,0,1,0,0,0,0,3,8,3
2013-01-04 09:00:00,0.263,0,9.31,4.36,0,1,1,0,0,0,0,3,9,3
2013-01-04 10:00:00,0.239,0,9.61,4.22,0,1,1,0,0,0,0,3,10,3
2013-01-04 11:00:00,0.20600000000000002,0,9.76,4.43,0,1,0,0,0,0,0,3,11,3
2013-01-04 12:00:00,0.20700000000000002,0,9.71,5.3,0,1,1,0,0,0,0,3,12,3
2013-01-04 13:00:00,0.238,0,9.84,4.97,0,1,1,0,0,0,0,3,13,3
2013-01-04 14:00:00,0.101,0,10.15,4.94,0,1,1,0,0,0,0,3,14,3
2013-01-04 15:00:00,0.174,0,10.17,4.11,0,1,1,0,0,0,0,3,15,3
2013-01-04 16:00:00,0.33799999999999997,0,9.75,3.5,0,0,1,0,0,0,0,3,16,3
2013-01-04 17:00:00,0.34299999999999997,0,9.67,3.55,0,0,1,0,0,0,0,3,17,3
2013-01-04 18:00:00,0.33099999999999996,0,9.58,3.33,0,0,1,0,0,0,0,3,18,3
2013-01-04 19:00:00,0.354,0,9.49,3.57,0,0,1,0,0,0,0,3,19,3
2013-01-04 20:00:00,0.317,0,9.04,3.37,0,0,1,0,0,0,0,3,20,3
2013-01-04 21:00:00,0.14100000000000001,0,9.08,3.55,0,0,1,0,0,0,0,3,21,3
2013-01-04 22:00:00,0.137,0,8.62,3.69,0,0,1,0,0,0,0,3,22,3
2013-01-04 23:00:00,0.133,0,8.17,4.1,0,4,3,0,0,0,0,3,23,3
2013-01-05 00:00:00,0.12,0,8.12,3.86,0,0,1,0,0,0,0,4,0,4
2013-01-05 01:00:00,0.12,0,8.09,3.53,0,0,1,0,0,0,0,4,1,4
2013-01-05 02:00:00,0.121,0,8.07,3.53,0,0,1,0,0,0,0,4,2,4
2013-01-05 03:00:00,0.121,0,8.09,3.5,0,0,1,0,0,0,0,4,3,4
2013-01-05 04:00:00,0.164,0,8.09,3.09,0,0,1,0,0,0,0,4,4,4
2013-01-05 05:00:00,0.45099999999999996,0,8.14,2.6,0,0,1,0,0,0,0,4,5,4
2013-01-05 06:00:00,0.221,0,8.14,2.59,0,0,1,0,0,0,0,4,6,4
2013-01-05 07:00:00,0.236,0,8.18,1.61,0,0,1,0,0,0,0,4,7,4
2013-01-05 08:00:00,0.128,0,8.69,1.61,0,0,1,0,0,0,0,4,8,4
2013-01-05 09:00:00,0.142,0,8.75,2.37,0,1,1,0,0,0,0,4,9,4
2013-01-05 10:00:00,0.282,0,9.17,2.62,0,1,1,0,0,0,0,4,10,4
2013-01-05 11:00:00,0.21400000000000002,0,9.8,3.05,0,1,1,0,0,0,0,4,11,4
2013-01-05 12:00:00,0.229,0,10.32,3.88,0,1,1,0,0,0,0,4,12,4
2013-01-05 13:00:00,0.248,0,10.45,4.51,0,1,1,0,0,0,0,4,13,4
2013-01-05 14:00:00,0.34400000000000003,0,10.66,4.9,0,1,1,0,0,0,0,4,14,4
2013-01-05 15:00:00,0.248,0,10.28,4.09,0,1,1,0,0,0,0,4,15,4
2013-01-05 16:00:00,0.386,0,10.17,3.86,0,1,1,0,0,0,0,4,16,4
2013-01-05 17:00:00,0.296,0,10.18,4.48,0,0,1,0,0,0,0,4,17,4
2013-01-05 18:00:00,0.188,0,10.17,4.05,0,0,1,0,0,0,0,4,18,4
2013-01-05 19:00:00,0.29900000000000004,0,10.14,3.57,0,0,1,0,0,0,0,4,19,4
2013-01-05 20:00:00,0.314,0,9.69,3.12,0,0,0,0,0,0,0,4,20,4
2013-01-05 21:00:00,0.354,0,9.08,2.7,0,3,2,0,0,0,0,4,21,4
2013-01-05 22:00:00,0.32,0,8.39,2.49,0,3,2,0,0,0,0,4,22,4
2013-01-05 23:00:00,0.266,0,7.84,2.27,0,3,2,0,0,0,0,4,23,4
2013-01-06 00:00:00,0.256,0,7.42,2.33,0,3,2,0,0,0,0,5,0,5
2013-01-06 01:00:00,0.245,0,7.71,2.12,0,3,2,0,0,0,0,5,1,5
2013-01-06 02:00:00,0.25,0,7.26,2.01,0,3,2,0,0,0,0,5,2,5
2013-01-06 03:00:00,0.266,0,6.91,2.54,0,3,2,0,0,0,0,5,3,5
2013-01-06 04:00:00,0.268,0,7.03,2.81,0,0,0,0,0,0,0,5,4,5
2013-01-06 05:00:00,0.43,0,6.99,2.53,0,0,0,0,0,0,0,5,5,5
2013-01-06 06:00:00,0.317,0,6.98,2.56,0,5,4,0,0,0,0,5,6,5
2013-01-06 07:00:00,0.145,0,6.98,2.11,0,5,4,0,0,0,0,5,7,5
2013-01-06 08:00:00,0.14200000000000002,0,7.02,1.6,0,5,4,0,0,0,0,5,8,5
2013-01-06 09:00:00,0.16999999999999998,0,7.53,2.14,0,5,4,0,0,0,0,5,9,5
2013-01-06 10:00:00,0.266,0,7.53,1.55,0,5,4,0,0,0,0,5,10,5
2013-01-06 11:00:00,0.188,0,7.97,1.83,0,5,4,0,0,0,0,5,11,5
2013-01-06 12:00:00,0.15,0,7.57,1.96,0,5,4,0,0,0,0,5,12,5
2013-01-06 13:00:00,0.088,0,7.68,2.13,0,1,1,0,0,0,0,5,13,5
2013-01-06 14:00:00,0.14300000000000002,0,7.61,2.3,0,1,1,0,0,0,0,5,14,5
2013-01-06 15:00:00,0.43000000000000005,0,7.3,2.79,0,1,1,0,0,0,0,5,15,5
2013-01-06 16:00:00,0.162,0,7.51,2.39,0,1,1,0,0,0,0,5,16,5
2013-01-06 17:00:00,0.312,0,7.57,1.91,0,0,1,0,0,0,0,5,17,5
2013-01-06 18:00:00,0.295,0,7.6,1.96,0,0,1,0,0,0,0,5,18,5
2013-01-06 19:00:00,0.287,0,7.96,1.94,0,0,1,0,0,0,0,5,19,5
2013-01-06 20:00:00,0.291,0,8.53,2.97,0,0,1,0,0,0,0,5,20,5
2013-01-06 21:00:00,0.269,0,8.57,2.96,0,0,1,0,0,0,0,5,21,5
2013-01-06 22:00:00,0.281,0,8.61,3.36,0,0,1,0,0,0,0,5,22,5
2013-01-06 23:00:00,0.239,0,8.48,3.3,0,0,1,0,0,0,0,5,23,5
2013-01-07 00:00:00,0.175,0,8.06,3.42,0,0,1,0,0,0,0,6,0,6
2013-01-07 01:00:00,0.17099999999999999,0,7.98,3.2,0,0,1,0,0,0,0,6,1,6
2013-01-07 02:00:00,0.244,0,7.94,3.12,0,0,1,0,0,0,0,6,2,6
2013-01-07 03:00:00,0.186,0,7.56,2.86,0,4,3,0,0,0,0,6,3,6
2013-01-07 04:00:00,0.187,0,7.47,2.52,0,0,1,0,0,0,0,6,4,6
2013-01-07 05:00:00,0.33999999999999997,0,7.11,2.48,0,4,3,0,0,0,0,6,5,6
2013-01-07 06:00:00,0.23399999999999999,0,7.1,2.7,0,0,1,0,0,0,0,6,6,6
2013-01-07 07:00:00,0.217,0,7.39,2.66,0,0,1,0,0,0,0,6,7,6
2013-01-07 08:00:00,0.23399999999999999,0,7.45,2.7,0,0,1,0,0,0,0,6,8,6
2013-01-07 09:00:00,0.365,0,7.5,2.7,0,1,1,0,0,0,0,6,9,6
2013-01-07 10:00:00,0.27,0,7.89,3.14,0,1,1,0,0,0,0,6,10,6
2013-01-07 11:00:00,0.451,0,7.97,3.44,0,1,1,0,0,0,0,6,11,6
2013-01-07 12:00:00,0.22599999999999998,0,8.06,3.62,0,1,1,0,0,0,0,6,12,6
2013-01-07 13:00:00,0.174,0,8.56,3.74,0,1,1,0,0,0,0,6,13,6
2013-01-07 14:00:00,0.21300000000000002,0,8.56,3.88,0,1,1,0,0,0,0,6,14,6
2013-01-07 15:00:00,0.163,0,8.52,3.87,0,1,1,0,0,0,0,6,15,6
2013-01-07 16:00:00,0.46900000000000003,0,8.37,4.09,0,1,1,0,0,0,0,6,16,6
2013-01-07 17:00:00,0.396,0,8.04,3.8,0,0,1,0,0,0,0,6,17,6
2013-01-07 18:00:00,0.393,0,8.07,3.7,0,0,1,0,0,0,0,6,18,6
2013-01-07 19:00:00,0.376,0,8.19,3.53,0,0,1,0,0,0,0,6,19,6
2013-01-07 20:00:00,0.378,0,8.57,3.79,0,0,1,0,0,0,0,6,20,6
2013-01-07 21:00:00,0.395,0,9.02,3.75,0,0,1,0,0,0,0,6,21,6
2013-01-07 22:00:00,0.401,0,9.02,3.39,0,0,1,0,0,0,0,6,22,6
2013-01-07 23:00:00,0.352,0,9.08,3.16,0,0,1,0,0,0,0,6,23,6
2013-01-08 00:00:00,0.276,0,9.08,3.37,0,0,1,0,0,0,0,7,0,0
2013-01-08 01:00:00,0.169,0,9.1,3.45,0,0,1,0,0,0,0,7,1,0
2013-01-08 02:00:00,0.165,0,9.11,3.47,0,0,1,0,0,0,0,7,2,0
2013-01-08 03:00:00,0.162,0,9.24,3.57,0,0,1,0,0,0,0,7,3,0
2013-01-08 04:00:00,0.16,0,9.62,3.31,0,0,1,0,0,0,0,7,4,0
2013-01-08 05:00:00,0.156,0,9.65,3.32,0,0,1,0,0,0,0,7,5,0
2013-01-08 06:00:00,0.161,0,9.64,3.14,0,0,1,0,0,0,0,7,6,0
2013-01-08 07:00:00,0.252,0,9.53,3.23,0,0,1,0,0,0,0,7,7,0
2013-01-08 08:00:00,0.384,0,9.02,3.5,0,0,0,0,0,0,0,7,8,0
2013-01-08 09:00:00,0.447,0,9.08,3.95,0,1,1,0,0,0,0,7,9,0
2013-01-08 10:00:00,0.224,0,9.78,3.98,0,1,1,0,0,0,0,7,10,0
2013-01-08 11:00:00,0.30000000000000004,0,10.01,4.11,0,1,0,0,0,0,0,7,11,0
2013-01-08 12:00:00,0.277,0,10.86,4.54,0,1,0,0,0,0,0,7,12,0
2013-01-08 13:00:00,0.255,0,11.23,5.03,0,1,1,0,0,0,0,7,13,0
2013-01-08 14:00:00,0.373,0,10.86,4.57,0,1,1,0,0,0,0,7,14,0
2013-01-08 15:00:00,0.488,0,10.79,3.92,0,1,1,0,0,0,0,7,15,0
2013-01-08 16:00:00,0.15200000000000002,0,10.78,3.63,0,1,1,0,0,0,0,7,16,0
2013-01-08 17:00:00,1.241,0,10.67,3.59,0,0,1,0,0,0,0,7,17,0
2013-01-08 18:00:00,0.8079999999999999,0,10.32,3.59,0,0,1,0,0,0,0,7,18,0
2013-01-08 19:00:00,0.786,0,10.11,3.96,0,0,1,0,0,0,0,7,19,0
2013-01-08 20:00:00,0.28200000000000003,0,10.14,3.92,0,0,1,0,0,0,0,7,20,0
2013-01-08 21:00:00,1.092,0,9.67,3.67,0,0,1,0,0,0,0,7,21,0
2013-01-08 22:00:00,0.28300000000000003,0,9.23,3.78,0,0,1,0,0,0,0,7,22,0
2013-01-08 23:00:00,0.199,0,9.22,3.21,0,0,1,0,0,0,0,7,23,0
2013-01-09 00:00:00,0.195,0,8.84,3.0,0,4,3,0,0,0,0,8,0,1
2013-01-09 01:00:00,0.188,0,9.18,2.86,0,4,3,0,0,0,0,8,1,1
2013-01-09 02:00:00,0.183,0,9.19,2.51,0,0,1,0,0,0,0,8,2,1
2013-01-09 03:00:00,0.181,0,9.21,1.97,0,0,1,0,0,0,0,8,3,1
2013-01-09 04:00:00,0.175,0,9.14,1.4,0,0,1,0,0,0,0,8,4,1
2013-01-09 05:00:00,0.405,0,9.13,0.95,0,0,0,0,0,0,0,8,5,1
2013-01-09 06:00:00,0.231,0,9.1,1.5,0,0,1,0,0,0,0,8,6,1
2013-01-09 07:00:00,0.16599999999999998,0,8.93,2.84,0,0,1,0,0,0,0,8,7,1
2013-01-09 08:00:00,0.218,0,8.46,3.3,0,0,1,0,0,0,0,8,8,1
2013-01-09 09:00:00,0.175,0,8.37,3.31,0,1,1,0,0,0,0,8,9,1
2013-01-09 10:00:00,0.179,0,7.99,2.76,0,1,1,0,0,0,0,8,10,1
2013-01-09 11:00:00,0.22999999999999998,0,8.01,2.63,0,1,1,0,0,0,0,8,11,1
2013-01-09 12:00:00,1.005,0,8.07,2.24,0,1,0,0,0,0,0,8,12,1
2013-01-09 13:00:00,0.645,0,8.16,2.09,0,1,0,0,0,0,0,8,13,1
2013-01-09 14:00:00,1.4100000000000001,0,8.16,2.19,0,1,0,0,0,0,0,8,14,1
2013-01-09 15:00:00,0.549,0,7.96,1.86,0,1,0,0,0,0,0,8,15,1
2013-01-09 16:00:00,0.22799999999999998,0,7.21,1.35,0,1,0,0,0,0,0,8,16,1
2013-01-09 17:00:00,0.897,0,6.41,1.04,0,0,0,0,0,0,0,8,17,1
2013-01-09 18:00:00,0.41400000000000003,0,5.58,0.63,0,3,2,0,0,0,0,8,18,1
2013-01-09 19:00:00,0.336,0,4.98,0.33,0,3,2,0,0,0,0,8,19,1
2013-01-09 20:00:00,0.359,0,3.56,0.61,0,3,2,0,0,0,0,8,20,1
2013-01-09 21:00:00,0.237,0,2.73,0.68,0,3,2,0,0,0,0,8,21,1
2013-01-09 22:00:00,0.266,0,2.57,0.77,0,3,2,0,0,0,0,8,22,1
2013-01-09 23:00:00,0.344,0,1.77,0.96,0,3,2,0,0,0,0,8,23,1
2013-01-10 00:00:00,0.191,0,1.92,0.7,0,3,2,0,0,0,0,9,0,2
2013-01-10 01:00:00,0.187,0,1.56,0.5,0,0,0,0,0,0,0,9,1,2
2013-01-10 02:00:00,0.264,0,1.16,0.79,0,0,0,0,0,0,0,9,2,2
2013-01-10 03:00:00,0.202,0,1.29,0.93,0,0,1,0,0,0,0,9,3,2
2013-01-10 04:00:00,0.127,0,1.39,1.31,0,0,0,0,0,0,0,9,4,2
2013-01-10 05:00:00,0.118,0,1.4,0.82,0,0,0,0,0,0,0,9,5,2
2013-01-10 06:00:00,0.369,0,1.98,1.14,0,0,1,0,0,0,0,9,6,2
2013-01-10 07:00:00,0.34099999999999997,0,2.02,0.95,0,0,1,0,0,0,0,9,7,2
2013-01-10 08:00:00,0.22,0,1.93,0.89,0,0,1,0,0,0,0,9,8,2
2013-01-10 09:00:00,0.219,0,2.36,1.14,0,1,1,0,0,0,0,9,9,2
2013-01-10 10:00:00,0.21100000000000002,0,2.47,1.54,0,1,1,0,0,0,0,9,10,2
2013-01-10 11:00:00,0.23299999999999998,0,2.95,2.2,0,1,1,0,0,0,0,9,11,2
2013-01-10 12:00:00,0.23099999999999998,0,2.66,1.93,0,1,1,0,0,0,0,9,12,2
2013-01-10 13:00:00,0.23199999999999998,0,3.1,2.1,0,1,1,0,0,0,0,9,13,2
2013-01-10 14:00:00,0.445,0,3.08,2.03,0,1,1,0,0,0,0,9,14,2
2013-01-10 15:00:00,0.217,0,3.43,1.77,0,1,1,0,0,0,0,9,15,2
2013-01-10 16:00:00,0.30800000000000005,0,3.01,1.8,0,1,1,0,0,0,0,9,16,2
2013-01-10 17:00:00,0.354,0,2.97,1.87,0,0,1,0,0,0,0,9,17,2
2013-01-10 18:00:00,0.4,0,3.0,2.23,0,0,1,0,0,0,0,9,18,2
2013-01-10 19:00:00,0.372,0,2.96,2.39,0,0,1,0,0,0,0,9,19,2
2013-01-10 20:00:00,0.344,0,2.57,2.21,0,0,1,0,0,0,0,9,20,2
2013-01-10 21:00:00,0.347,0,2.23,2.62,0,4,3,0,0,0,0,9,21,2
2013-01-10 22:00:00,0.354,0,2.49,2.7,0,0,1,0,0,0,0,9,22,2
2013-01-10 23:00:00,0.346,0,2.47,2.6,0,0,1,0,0,0,0,9,23,2
2013-01-11 00:00:00,0.35,0,2.09,2.54,0,0,1,0,0,0,0,10,0,3
2013-01-11 01:00:00,0.13,0,2.07,2.47,0,0,1,0,0,0,0,10,1,3
2013-01-11 02:00:00,0.123,0,2.11,2.21,0,0,1,0,0,0,0,10,2,3
2013-01-11 03:00:00,0.14,0,1.73,1.7,0,0,1,0,0,0,0,10,3,3
2013-01-11 04:00:00,0.132,0,1.58,2.15,0,0,0,0,0,0,0,10,4,3
2013-01-11 05:00:00,0.128,0,1.21,1.75,0,0,0,0,0,0,0,10,5,3
2013-01-11 06:00:00,0.187,0,0.89,2.0,1,0,1,0,0,0,0,10,6,3
2013-01-11 07:00:00,0.393,0,1.66,1.92,0,0,0,0,0,0,0,10,7,3
2013-01-11 08:00:00,0.94,0,1.76,1.6,0,0,1,0,0,0,0,10,8,3
2013-01-11 09:00:00,1.335,0,2.24,1.48,0,1,0,0,0,0,0,10,9,3
2013-01-11 10:00:00,0.399,0,2.78,1.33,0,1,1,0,0,0,0,10,10,3
2013-01-11 11:00:00,0.26,0,3.71,1.28,0,1,1,0,0,0,0,10,11,3
2013-01-11 12:00:00,0.22200000000000003,0,4.68,1.17,0,1,1,0,0,0,0,10,12,3
2013-01-11 13:00:00,0.123,0,5.31,0.48,0,1,1,0,0,0,0,10,13,3
2013-01-11 14:00:00,0.21200000000000002,0,5.7,0.36,0,1,0,0,0,0,0,10,14,3
2013-01-11 15:00:00,0.42200000000000004,0,5.24,0.29,0,1,1,0,0,0,0,10,15,3
2013-01-11 16:00:00,0.307,0,4.64,0.92,0,1,1,0,0,0,0,10,16,3
2013-01-11 17:00:00,0.33799999999999997,0,3.97,1.66,0,0,0,0,0,0,0,10,17,3
2013-01-11 18:00:00,0.307,0,3.35,1.39,0,3,2,0,0,0,0,10,18,3
2013-01-11 19:00:00,0.312,0,2.78,1.38,0,3,2,0,0,0,0,10,19,3
2013-01-11 20:00:00,0.353,0,1.91,2.03,0,3,2,0,0,0,0,10,20,3
2013-01-11 21:00:00,0.417,0,2.15,1.86,0,3,2,0,0,0,0,10,21,3
2013-01-11 22:00:00,0.382,0,1.37,2.35,0,3,2,0,0,0,0,10,22,3
2013-01-11 23:00:00,0.304,0,1.37,2.39,0,3,2,0,0,0,0,10,23,3
2013-01-12 00:00:00,0.20800000000000002,0,1.75,2.45,0,3,2,0,0,0,0,11,0,4
2013-01-12 01:00:00,0.149,0,1.86,2.55,0,3,2,0,0,0,0,11,1,4
2013-01-12 02:00:00,0.16299999999999998,0,2.39,3.12,0,3,2,0,0,0,0,11,2,4
2013-01-12 03:00:00,0.163,0,2.86,3.15,0,0,0,0,0,0,0,11,3,4
2013-01-12 04:00:00,0.151,0,2.99,3.72,0,0,0,0,0,0,0,11,4,4
2013-01-12 05:00:00,0.128,0,3.08,4.01,0,0,0,0,0,0,0,11,5,4
2013-01-12 06:00:00,0.122,0,3.38,4.34,0,0,1,0,0,0,0,11,6,4
2013-01-12 07:00:00,0.139,0,3.05,4.93,0,0,1,0,0,0,0,11,7,4
2013-01-12 08:00:00,0.247,0,3.08,4.97,0,0,1,0,0,0,0,11,8,4
2013-01-12 09:00:00,0.22899999999999998,0,3.58,5.15,0,1,1,0,0,0,0,11,9,4
2013-01-12 10:00:00,0.19,0,3.66,5.64,0,1,1,0,0,0,0,11,10,4
2013-01-12 11:00:00,0.275,0,4.18,5.9,0,1,1,0,0,0,0,11,11,4
2013-01-12 12:00:00,0.317,0,4.52,6.55,0,1,1,0,0,0,0,11,12,4
2013-01-12 13:00:00,0.28500000000000003,0,4.52,6.63,0,1,1,0,0,0,0,11,13,4
2013-01-12 14:00:00,0.22999999999999998,0,4.53,6.8,0,1,0,0,0,0,0,11,14,4
2013-01-12 15:00:00,0.23800000000000002,0,4.07,6.21,0,1,1,0,0,0,0,11,15,4
2013-01-12 16:00:00,0.385,0,3.88,6.07,0,1,0,0,0,0,0,11,16,4
2013-01-12 17:00:00,0.46199999999999997,0,3.93,5.59,0,0,1,0,0,0,0,11,17,4
2013-01-12 18:00:00,0.54,0,3.86,5.35,0,0,1,0,0,0,0,11,18,4
2013-01-12 19:00:00,0.333,0,3.41,4.69,0,0,1,0,0,0,0,11,19,4
2013-01-12 20:00:00,0.228,0,3.38,4.36,0,0,1,0,0,0,0,11,20,4
2013-01-12 21:00:00,0.238,0,3.58,4.85,0,0,1,0,0,0,0,11,21,4
2013-01-12 22:00:00,0.212,0,3.56,4.79,0,0,1,0,0,0,0,11,22,4
2013-01-12 23:00:00,0.9099999999999999,0,3.52,4.36,0,0,1,0,0,0,0,11,23,4
