time_idx,Real,predict
9985,0.109,0.166
9986,0.117,0.12
9987,0.102,0.12
9988,0.112,0.114
9989,0.178,0.115
9990,0.115,0.123
9991,0.119,0.111
9992,0.109,0.122
9993,0.156,0.159
9994,0.154,0.167
9995,0.255,0.158
9996,0.339,0.127
9997,0.245,0.137
9998,0.144,0.112
9999,0.192,0.127
10000,0.211,0.158
10001,0.164,0.227
10002,0.312,0.363
10003,0.734,0.502
10004,0.895,0.52
10005,0.545,0.522
10006,0.614,0.551
10007,0.502,0.533
10008,0.519,0.406
10009,0.198,0.161
10010,0.11,0.119
10011,0.119,0.12
10012,0.099,0.114
10013,0.118,0.115
10014,0.1,0.123
10015,0.113,0.111
10016,0.299,0.122
10017,0.297,0.159
10018,0.215,0.167
10019,0.16,0.158
10020,0.179,0.127
10021,0.19,0.137
10022,0.147,0.112
10023,0.21,0.127
10024,0.145,0.158
10025,0.165,0.227
10026,0.219,0.363
10027,0.921,0.502
10028,0.526,0.52
10029,0.473,0.522
10030,0.516,0.551
10031,0.552,0.533
10032,0.199,0.406
10033,0.112,0.161
10034,0.102,0.119
10035,0.179,0.12
10036,0.131,0.114
10037,0.166,0.115
10038,0.129,0.123
10039,0.115,0.111
10040,0.105,0.122
10041,0.218,0.159
10042,0.147,0.167
10043,0.147,0.158
10044,0.095,0.127
10045,0.144,0.137
10046,0.191,0.112
10047,0.225,0.127
10048,0.161,0.158
10049,0.159,0.227
10050,1.045,0.363
10051,0.466,0.502
10052,0.457,0.52
10053,0.498,0.522
10054,0.522,0.551
10055,0.581,0.533
10056,0.302,0.406
10057,0.108,0.161
10058,0.115,0.119
10059,0.102,0.12
10060,0.115,0.114
10061,0.105,0.115
10062,0.173,0.123
10063,0.108,0.111
10064,0.104,0.122
10065,0.177,0.159
10066,0.143,0.167
10067,0.129,0.158
10068,0.183,0.127
10069,0.147,0.137
10070,0.105,0.112
10071,0.161,0.127
10072,0.154,0.158
10073,0.184,0.227
10074,0.112,0.363
10075,0.485,0.502
10076,0.271,0.52
10077,0.111,0.522
10078,0.154,0.551
10079,0.572,0.533
10080,0.473,0.406
10081,0.151,0.161
10082,0.101,0.119
10083,0.118,0.12
10084,0.102,0.114
10085,0.116,0.115
10086,0.106,0.123
10087,0.109,0.111
10088,0.163,0.122
10089,0.194,0.159
10090,0.181,0.167
10091,0.16,0.158
10092,0.204,0.127
10093,0.163,0.137
10094,0.193,0.112
10095,0.153,0.127
10096,0.149,0.158
10097,0.124,0.227
10098,1.081,0.363
10099,0.474,0.502
10100,0.486,0.52
10101,0.469,0.522
10102,0.579,0.551
10103,0.488,0.533
10104,0.479,0.406
10105,0.202,0.161
10106,0.131,0.119
10107,0.14,0.12
10108,0.188,0.114
10109,0.269,0.115
10110,0.301,0.123
10111,0.183,0.111
10112,0.092,0.122
10113,0.164,0.159
10114,0.75,0.167
10115,0.255,0.158
10116,0.233,0.127
10117,0.137,0.137
10118,0.114,0.112
10119,0.117,0.127
10120,0.111,0.158
10121,0.301,0.227
10122,1.184,0.363
10123,0.511,0.502
10124,0.633,0.52
10125,0.507,0.522
10126,0.475,0.551
10127,0.662,0.533
10128,0.465,0.406
10129,0.255,0.161
10130,0.113,0.119
10131,0.103,0.12
10132,0.112,0.114
10133,0.115,0.115
10134,0.164,0.123
10135,0.161,0.111
10136,0.12,0.122
10137,0.147,0.159
10138,0.153,0.167
10139,0.126,0.158
10140,0.118,0.127
10141,0.092,0.137
10142,0.11,0.112
10143,0.099,0.127
10144,0.197,0.158
10145,0.198,0.227
10146,0.292,0.363
10147,0.562,0.502
10148,0.522,0.52
10149,0.517,0.522
10150,0.551,0.551
10151,0.501,0.533
10152,0.344,0.406
