time_idx,Real,predict
9985,0.047,0.073
9986,0.02,0.077
9987,0.034,0.059
9988,0.222,0.224
9989,0.761,0.783
9990,2.991,2.829
9991,2.659,2.443
9992,1.222,0.939
9993,0.629,0.379
9994,0.045,0.029
9995,0.2,0.059
9996,0.829,0.419
9997,0.734,0.353
9998,0.641,0.078
9999,0.029,0.133
10000,0.155,0.13
10001,2.332,2.492
10002,2.677,2.438
10003,2.402,2.42
10004,1.967,2.146
10005,1.375,1.441
10006,0.38,0.384
10007,0.1,0.035
10008,0.104,0.04
10009,0.02,0.036
10010,0.019,0.031
10011,0.066,0.044
10012,0.189,0.238
10013,0.871,0.786
10014,3.143,2.951
10015,2.297,2.522
10016,0.779,0.743
10017,0.548,0.374
10018,0.058,0.014
10019,0.021,0.063
10020,0.495,0.816
10021,0.351,0.497
10022,0.395,0.175
10023,0.093,0.177
10024,0.625,0.097
10025,2.051,2.659
10026,2.062,2.523
10027,2.572,2.463
10028,2.002,2.173
10029,1.329,1.417
10030,0.445,0.347
10031,0.046,0.03
10032,0.07,0.036
10033,0.02,0.033
10034,0.019,0.03
10035,0.044,0.043
10036,0.317,0.236
10037,0.736,0.796
10038,3.007,2.977
10039,2.309,2.499
10040,0.644,0.73
10041,0.536,0.362
10042,0.057,0.015
10043,0.029,0.071
10044,3.842,0.853
10045,2.266,0.496
10046,0.195,0.177
10047,0.062,0.188
10048,0.424,0.101
10049,2.93,2.671
10050,2.151,2.506
10051,2.504,2.448
10052,2.202,2.171
10053,1.127,1.407
10054,0.633,0.346
10055,0.187,0.03
10056,0.109,0.036
10057,0.019,0.034
10058,0.065,0.03
10059,0.02,0.043
10060,0.19,0.237
10061,0.826,0.798
10062,3.032,2.976
10063,2.083,2.489
10064,0.804,0.743
10065,0.321,0.358
10066,0.02,0.017
10067,0.019,0.07
10068,0.284,0.786
10069,0.02,0.502
10070,0.02,0.151
10071,0.066,0.149
10072,0.1,0.076
10073,2.387,2.49
10074,2.952,2.408
10075,1.767,2.417
10076,1.911,2.148
10077,1.212,1.403
10078,0.469,0.334
10079,0.184,0.033
10080,0.063,0.036
10081,0.03,0.033
10082,0.02,0.03
10083,0.021,0.044
10084,0.386,0.24
10085,0.674,0.784
10086,2.425,2.963
10087,2.026,2.507
10088,0.927,0.716
10089,0.533,0.367
10090,0.101,0.013
10091,0.057,0.067
10092,0.927,0.874
10093,0.291,0.494
10094,0.084,0.192
10095,0.065,0.198
10096,0.209,0.11
10097,2.485,2.757
10098,2.765,2.559
10099,1.905,2.466
10100,2.223,2.191
10101,1.237,1.411
10102,0.432,0.348
10103,0.02,0.029
10104,0.07,0.035
10105,0.02,0.033
10106,0.018,0.03
10107,0.064,0.043
10108,0.275,0.236
10109,0.684,0.803
10110,2.361,2.988
10111,2.552,2.497
10112,0.597,0.738
10113,0.451,0.359
10114,0.053,0.016
10115,0.034,0.073
10116,0.476,0.824
10117,0.721,0.499
10118,0.601,0.163
10119,0.026,0.168
10120,0.122,0.087
10121,1.336,2.572
10122,2.243,2.455
10123,1.879,2.431
10124,1.923,2.156
10125,1.142,1.406
10126,0.495,0.339
10127,0.141,0.031
10128,0.165,0.036
10129,0.031,0.033
10130,0.066,0.03
10131,0.019,0.044
10132,0.266,0.238
10133,0.699,0.791
10134,2.518,2.97
10135,1.744,2.495
10136,1.16,0.731
10137,0.356,0.362
10138,0.02,0.015
10139,0.038,0.068
10140,0.466,0.823
10141,0.528,0.498
10142,0.439,0.167
10143,0.183,0.171
10144,0.113,0.09
10145,1.753,2.6
10146,1.802,2.471
10147,1.733,2.433
10148,1.42,2.161
10149,0.9,1.406
10150,0.201,0.34
10151,0.359,0.031
10152,0.034,0.036
