time_idx,Real,predict
9985,0.064,0.081
9986,0.099,0.088
9987,0.07,0.086
9988,0.083,0.086
9989,0.083,0.083
9990,0.069,0.083
9991,0.098,0.084
9992,0.054,0.088
9993,0.102,0.092
9994,0.067,0.096
9995,0.086,0.099
9996,0.085,0.101
9997,0.082,0.104
9998,0.095,0.109
9999,0.073,0.118
10000,0.245,0.138
10001,0.251,0.183
10002,0.372,0.287
10003,0.305,0.342
10004,0.366,0.357
10005,0.309,0.337
10006,0.377,0.325
10007,0.136,0.31
10008,0.074,0.277
10009,0.09,0.151
10010,0.064,0.087
10011,0.102,0.084
10012,0.058,0.084
10013,0.105,0.086
10014,0.071,0.082
10015,0.081,0.082
10016,0.084,0.082
10017,0.07,0.086
10018,0.105,0.091
10019,0.063,0.096
10020,0.11,0.1
10021,0.127,0.103
10022,1.039,0.106
10023,0.274,0.111
10024,0.439,0.12
10025,0.253,0.14
10026,0.252,0.185
10027,0.329,0.289
10028,0.289,0.342
10029,0.402,0.357
10030,0.308,0.337
10031,0.133,0.325
10032,0.098,0.311
10033,0.061,0.278
10034,0.101,0.154
10035,0.064,0.087
10036,0.086,0.085
10037,0.08,0.084
10038,0.069,0.087
10039,0.095,0.081
10040,0.053,0.082
10041,0.1,0.082
10042,0.287,0.086
10043,0.144,0.091
10044,0.154,0.096
10045,0.086,0.1
10046,0.198,0.103
10047,0.103,0.106
10048,0.226,0.111
10049,0.115,0.121
10050,0.342,0.141
10051,0.318,0.187
10052,0.402,0.291
10053,0.346,0.342
10054,0.351,0.356
10055,0.333,0.337
10056,0.335,0.325
10057,0.082,0.31
10058,0.081,0.277
10059,0.061,0.151
10060,0.095,0.087
10061,0.051,0.084
10062,0.107,0.085
10063,0.059,0.086
10064,0.137,0.082
10065,0.224,0.082
10066,0.102,0.082
10067,0.076,0.086
10068,0.123,0.091
10069,0.031,0.096
10070,0.047,0.1
10071,0.055,0.103
10072,0.035,0.106
10073,0.059,0.111
10074,0.018,0.121
10075,0.066,0.141
10076,0.026,0.187
10077,0.05,0.291
10078,0.043,0.342
10079,0.041,0.356
10080,0.059,0.337
10081,0.019,0.325
10082,0.064,0.31
10083,0.024,0.277
10084,0.051,0.15
10085,0.039,0.087
10086,0.034,0.084
10087,0.056,0.085
10088,0.019,0.086
10089,0.061,0.082
10090,0.025,0.082
10091,0.048,0.082
10092,0.041,0.086
10093,0.033,0.091
10094,0.056,0.096
10095,0.017,0.1
10096,0.063,0.103
10097,0.031,0.106
10098,0.043,0.111
10099,0.047,0.121
10100,0.025,0.141
10101,0.057,0.187
10102,0.02,0.291
10103,0.045,0.342
10104,0.038,0.356
10105,0.031,0.337
10106,0.056,0.325
10107,0.014,0.31
10108,0.056,0.277
10109,0.033,0.15
10110,0.036,0.087
10111,0.051,0.084
10112,0.017,0.085
10113,0.059,0.086
10114,0.029,0.082
10115,0.041,0.082
10116,0.047,0.082
10117,0.024,0.086
10118,0.057,0.091
10119,0.023,0.096
10120,0.046,0.1
10121,0.042,0.103
10122,0.027,0.106
10123,0.057,0.111
10124,0.018,0.121
10125,0.049,0.141
10126,0.039,0.187
10127,0.027,0.291
10128,0.053,0.342
10129,0.009,0.356
10130,0.055,0.337
10131,0.034,0.325
10132,0.034,0.31
10133,0.052,0.277
10134,0.017,0.15
10135,0.057,0.087
10136,0.026,0.084
10137,0.043,0.085
10138,0.041,0.086
10139,0.019,0.082
10140,0.055,0.082
10141,0.015,0.082
10142,0.055,0.086
10143,0.034,0.091
10144,0.035,0.096
10145,0.051,0.1
10146,0.015,0.103
10147,0.057,0.106
10148,0.028,0.111
10149,0.04,0.121
10150,0.039,0.141
10151,0.018,0.187
10152,0.033,0.291
