time_idx,Real,predict
9985,0.068,0.066
9986,0.067,0.065
9987,0.066,0.065
9988,0.066,0.064
9989,0.065,0.065
9990,0.077,0.069
9991,0.176,0.088
9992,0.386,0.147
9993,0.46,0.207
9994,0.166,0.275
9995,0.115,0.36
9996,0.069,0.264
9997,0.07,0.068
9998,0.068,0.065
9999,0.069,0.063
10000,0.067,0.065
10001,0.064,0.067
10002,0.065,0.067
10003,0.278,0.063
10004,0.454,0.107
10005,0.619,0.602
10006,0.287,0.366
10007,0.115,0.202
10008,0.067,0.283
10009,0.067,0.067
10010,0.066,0.064
10011,0.066,0.065
10012,0.066,0.066
10013,0.066,0.067
10014,0.077,0.068
10015,0.175,0.065
10016,0.276,0.143
10017,0.649,0.47
10018,0.345,0.339
10019,0.242,0.251
10020,0.077,0.271
10021,0.076,0.062
10022,0.072,0.062
10023,0.135,0.063
10024,0.075,0.065
10025,0.07,0.066
10026,0.401,0.067
10027,0.394,0.065
10028,0.336,0.201
10029,0.389,0.526
10030,0.49,0.153
10031,0.116,0.077
10032,0.072,0.068
10033,0.069,0.067
10034,0.07,0.066
10035,0.069,0.066
10036,0.066,0.066
10037,0.066,0.065
10038,0.074,0.068
10039,0.173,0.087
10040,0.388,0.123
10041,0.389,0.128
10042,0.128,0.113
10043,0.064,0.102
10044,0.072,0.096
10045,0.117,0.087
10046,0.211,0.08
10047,0.147,0.075
10048,0.077,0.073
10049,0.236,0.071
10050,0.108,0.07
10051,0.295,0.07
10052,0.469,0.07
10053,0.472,0.07
10054,0.405,0.07
10055,0.563,0.071
10056,0.488,0.071
10057,0.075,0.071
10058,0.073,0.071
10059,0.071,0.071
10060,0.07,0.071
10061,0.068,0.071
10062,0.081,0.071
10063,0.381,0.071
10064,0.603,0.071
10065,0.072,0.071
10066,0.068,0.071
10067,0.069,0.071
10068,0.07,0.071
10069,0.071,0.071
10070,0.07,0.071
10071,0.069,0.071
10072,0.069,0.071
10073,0.068,0.071
10074,0.067,0.071
10075,0.132,0.071
10076,0.658,0.071
10077,0.374,0.071
10078,0.245,0.071
10079,0.107,0.071
10080,0.069,0.071
10081,0.069,0.071
10082,0.069,0.071
10083,0.068,0.071
10084,0.069,0.071
10085,0.069,0.071
10086,0.078,0.071
10087,0.391,0.071
10088,0.414,0.071
10089,0.088,0.071
10090,0.068,0.071
10091,0.07,0.071
10092,0.07,0.071
10093,0.072,0.071
10094,0.071,0.071
10095,0.07,0.071
10096,0.069,0.071
10097,0.066,0.071
10098,0.067,0.071
10099,0.534,0.071
10100,0.744,0.071
10101,0.419,0.071
10102,0.592,0.071
10103,0.468,0.071
10104,0.23,0.071
10105,0.069,0.071
10106,0.069,0.071
10107,0.068,0.071
10108,0.068,0.071
10109,0.067,0.071
10110,0.079,0.071
10111,0.63,0.071
10112,0.57,0.071
10113,0.098,0.071
10114,0.068,0.071
10115,0.072,0.071
10116,0.072,0.071
10117,0.069,0.071
10118,0.067,0.071
10119,0.068,0.071
10120,0.066,0.071
10121,0.066,0.071
10122,0.065,0.071
10123,0.132,0.071
10124,0.361,0.071
10125,0.407,0.071
10126,0.214,0.071
10127,0.117,0.071
10128,0.071,0.071
10129,0.071,0.071
10130,0.069,0.071
10131,0.068,0.071
10132,0.066,0.071
10133,0.067,0.071
10134,0.078,0.071
10135,0.457,0.071
10136,0.358,0.071
10137,0.067,0.071
10138,0.067,0.071
10139,0.427,0.071
10140,0.293,0.071
10141,0.317,0.071
10142,0.069,0.071
10143,0.07,0.071
10144,0.068,0.071
10145,0.066,0.071
10146,0.066,0.071
10147,0.132,0.071
10148,0.17,0.071
10149,0.159,0.071
10150,0.136,0.071
10151,0.211,0.071
10152,0.107,0.071
