time_idx,Real,predict
9985,0.713,0.839
9986,0.705,0.867
9987,0.726,0.88
9988,0.717,0.885
9989,0.716,0.887
9990,0.742,0.89
9991,0.871,0.892
9992,0.791,0.894
9993,2.187,0.897
9994,0.985,0.899
9995,1.322,0.901
9996,2.791,0.902
9997,1.951,0.904
9998,1.48,0.905
9999,0.751,0.907
10000,0.813,0.908
10001,1.226,0.909
10002,0.789,0.91
10003,1.273,0.91
10004,1.131,0.911
10005,1.009,0.912
10006,1.027,0.912
10007,1.088,0.913
10008,0.359,0.913
10009,0.086,0.913
10010,0.094,0.914
10011,0.078,0.914
10012,0.059,0.914
10013,0.076,0.914
10014,0.342,0.914
10015,0.785,0.914
10016,0.718,0.914
10017,0.879,0.914
10018,1.984,0.915
10019,0.965,0.915
10020,1.557,0.915
10021,2.594,0.915
10022,1.503,0.915
10023,1.538,0.915
10024,1.512,0.915
10025,0.928,0.915
10026,1.652,0.915
10027,1.165,0.915
10028,0.944,0.915
10029,0.899,0.915
10030,0.899,0.915
10031,0.481,0.915
10032,1.154,0.915
10033,0.826,0.915
10034,0.737,0.915
10035,0.781,0.915
10036,0.779,0.915
10037,0.716,0.915
10038,0.717,0.915
10039,0.712,0.915
10040,0.834,0.915
10041,0.748,0.915
10042,0.838,0.915
10043,0.729,0.915
10044,1.72,0.915
10045,0.885,0.915
10046,1.112,0.915
10047,2.069,0.915
10048,1.657,0.915
10049,1.21,0.915
10050,0.863,0.915
10051,0.453,0.915
10052,0.589,0.915
10053,0.713,0.915
10054,0.732,0.915
10055,1.364,0.915
10056,0.799,0.915
10057,0.767,0.915
10058,0.766,0.915
10059,0.722,0.915
10060,0.736,0.915
10061,0.722,0.915
10062,0.699,0.915
10063,0.72,0.915
10064,0.695,0.915
10065,1.759,0.915
10066,1.689,0.915
10067,1.028,0.915
10068,1.323,0.915
10069,1.031,0.915
10070,0.907,0.915
10071,2.089,0.915
10072,2.742,0.915
10073,1.304,0.915
10074,1.17,0.915
10075,0.752,0.915
10076,0.454,0.915
10077,0.456,0.915
10078,0.621,0.915
10079,0.788,0.915
10080,0.742,0.915
10081,0.721,0.915
10082,0.749,0.915
10083,0.729,0.915
10084,0.754,0.915
10085,0.745,0.915
10086,0.825,0.915
10087,0.945,0.915
10088,0.776,0.915
10089,2.161,0.915
10090,0.779,0.915
10091,0.769,0.915
10092,0.803,0.915
10093,0.831,0.915
10094,0.847,0.915
10095,0.841,0.915
10096,0.897,0.915
10097,1.246,0.915
10098,1.116,0.915
10099,0.685,0.915
10100,0.435,0.915
10101,0.451,0.915
10102,0.554,0.915
10103,0.633,0.915
10104,0.772,0.915
10105,0.758,0.915
10106,0.739,0.915
10107,0.813,0.915
10108,0.761,0.915
10109,0.722,0.915
10110,0.747,0.915
10111,0.929,0.915
10112,0.798,0.915
10113,0.802,0.915
10114,0.778,0.915
10115,0.77,0.915
10116,0.721,0.915
10117,0.789,0.915
10118,0.867,0.915
10119,0.809,0.915
10120,0.798,0.915
10121,0.919,0.915
10122,1.111,0.915
10123,0.846,0.915
10124,0.456,0.915
10125,0.506,0.915
10126,0.55,0.915
10127,0.838,0.915
10128,0.715,0.915
10129,0.732,0.915
10130,0.739,0.915
10131,0.738,0.915
10132,0.707,0.915
10133,0.72,0.915
10134,0.77,0.915
10135,0.926,0.915
10136,0.798,0.915
10137,1.915,0.915
10138,0.94,0.915
10139,1.686,0.915
10140,1.122,0.915
10141,2.224,0.915
10142,0.874,0.915
10143,2.18,0.915
10144,0.957,0.915
10145,0.855,0.915
10146,1.103,0.915
10147,1.314,0.915
10148,0.517,0.915
10149,0.465,0.915
10150,0.501,0.915
10151,0.614,0.915
10152,0.389,0.915
