time_idx,Real,predict
9985,0.357,0.337
9986,0.191,0.255
9987,0.148,0.123
9988,0.129,0.106
9989,0.1,0.119
9990,0.325,0.217
9991,0.377,0.384
9992,0.334,0.427
9993,0.406,0.429
9994,0.346,0.389
9995,0.388,0.359
9996,0.278,0.359
9997,0.379,0.383
9998,0.309,0.381
9999,0.239,0.347
10000,0.28,0.318
10001,0.448,0.377
10002,0.42,0.531
10003,3.031,1.09
10004,0.427,0.454
10005,0.398,0.465
10006,0.507,0.509
10007,0.521,0.461
10008,0.47,0.408
10009,0.353,0.358
10010,0.167,0.238
10011,0.128,0.117
10012,0.115,0.107
10013,0.11,0.124
10014,0.313,0.235
10015,0.453,0.394
10016,0.296,0.432
10017,0.425,0.429
10018,0.348,0.388
10019,0.196,0.36
10020,0.149,0.362
10021,0.325,0.386
10022,0.338,0.383
10023,1.38,0.35
10024,0.504,0.323
10025,0.515,0.386
10026,1.92,0.541
10027,0.624,1.125
10028,0.618,0.449
10029,0.583,0.465
10030,0.606,0.513
10031,0.71,0.461
10032,0.496,0.407
10033,0.355,0.357
10034,0.21,0.234
10035,0.151,0.116
10036,0.106,0.108
10037,0.109,0.125
10038,0.335,0.236
10039,0.33,0.394
10040,0.339,0.432
10041,0.512,0.428
10042,0.366,0.387
10043,0.514,0.359
10044,1.528,0.362
10045,1.07,0.385
10046,0.732,0.382
10047,0.934,0.348
10048,1.843,0.322
10049,1.786,0.387
10050,1.99,0.541
10051,2.873,1.131
10052,0.504,0.448
10053,0.538,0.465
10054,0.534,0.513
10055,0.561,0.461
10056,0.465,0.407
10057,0.35,0.356
10058,0.272,0.233
10059,0.121,0.116
10060,0.114,0.108
10061,0.14,0.125
10062,0.287,0.237
10063,0.436,0.394
10064,0.351,0.432
10065,0.333,0.428
10066,0.344,0.387
10067,0.35,0.359
10068,0.289,0.362
10069,0.58,0.385
10070,1.122,0.382
10071,2.232,0.349
10072,1.225,0.322
10073,0.453,0.387
10074,0.402,0.542
10075,0.606,1.133
10076,1.542,0.448
10077,0.522,0.465
10078,0.572,0.513
10079,0.57,0.461
10080,0.499,0.407
10081,0.254,0.356
10082,0.139,0.233
10083,0.121,0.116
10084,0.114,0.108
10085,0.121,0.125
10086,0.219,0.237
10087,0.386,0.394
10088,0.352,0.432
10089,0.41,0.428
10090,0.372,0.387
10091,0.394,0.359
10092,0.261,0.362
10093,0.465,0.385
10094,0.453,0.382
10095,0.425,0.349
10096,0.474,0.322
10097,0.436,0.387
10098,0.628,0.542
10099,2.307,1.133
10100,1.058,0.448
10101,0.486,0.465
10102,0.483,0.513
10103,0.504,0.461
10104,0.372,0.407
10105,0.393,0.356
10106,0.231,0.233
10107,0.132,0.116
10108,0.117,0.108
10109,0.133,0.125
10110,0.259,0.237
10111,0.492,0.394
10112,0.42,0.432
10113,0.346,0.428
10114,0.396,0.387
10115,0.266,0.359
10116,0.341,0.362
10117,0.337,0.385
10118,0.404,0.382
10119,0.408,0.349
10120,0.317,0.322
10121,0.329,0.387
10122,0.696,0.542
10123,0.476,1.133
10124,0.439,0.448
10125,0.486,0.465
10126,0.47,0.513
10127,0.463,0.461
10128,0.366,0.407
10129,0.119,0.356
10130,0.145,0.233
10131,0.113,0.116
10132,0.109,0.108
10133,0.126,0.125
10134,0.11,0.237
10135,0.397,0.394
10136,0.313,0.432
10137,0.329,0.428
10138,0.305,0.387
10139,0.249,0.359
10140,0.203,0.362
10141,0.355,0.385
10142,0.274,0.382
10143,0.323,0.349
10144,0.331,0.322
10145,0.578,0.387
10146,0.67,0.542
10147,0.544,1.133
10148,0.493,0.448
10149,0.614,0.465
10150,0.563,0.513
10151,0.558,0.461
10152,0.265,0.407
