time_idx,Real,predict
9985,0.22,0.214
9986,0.123,0.199
9987,0.206,0.2
9988,0.173,0.211
9989,0.159,0.222
9990,0.153,0.232
9991,0.262,0.239
9992,0.266,0.245
9993,0.545,0.248
9994,0.234,0.251
9995,0.402,0.252
9996,0.214,0.252
9997,0.13,0.253
9998,0.135,0.253
9999,0.14,0.253
10000,0.21,0.253
10001,0.213,0.253
10002,0.224,0.253
10003,0.202,0.253
10004,0.205,0.253
10005,0.213,0.252
10006,0.272,0.252
10007,0.731,0.252
10008,0.396,0.252
10009,0.141,0.252
10010,0.177,0.252
10011,0.174,0.252
10012,0.187,0.252
10013,0.178,0.252
10014,0.161,0.252
10015,0.186,0.252
10016,0.295,0.252
10017,0.192,0.252
10018,0.402,0.252
10019,0.598,0.252
10020,1.15,0.252
10021,0.765,0.252
10022,0.273,0.252
10023,0.288,0.252
10024,0.655,0.252
10025,0.989,0.252
10026,1.02,0.252
10027,0.713,0.252
10028,0.313,0.252
10029,0.333,0.252
10030,0.308,0.252
10031,0.389,0.252
10032,0.499,0.252
10033,0.156,0.252
10034,0.253,0.252
10035,0.221,0.252
10036,0.141,0.252
10037,0.172,0.252
10038,0.183,0.252
10039,0.204,0.252
10040,0.394,0.252
10041,0.526,0.252
10042,0.629,0.252
10043,0.625,0.252
10044,0.199,0.252
10045,1.467,0.252
10046,0.799,0.252
10047,0.242,0.252
10048,0.938,0.252
10049,0.43,0.252
10050,0.966,0.252
10051,1.864,0.252
10052,1.084,0.252
10053,0.847,0.252
10054,0.704,0.252
10055,0.437,0.252
10056,0.233,0.252
10057,0.154,0.252
10058,0.136,0.252
10059,0.132,0.252
10060,0.199,0.252
10061,0.165,0.252
10062,0.223,0.252
10063,0.462,0.252
10064,0.423,0.252
10065,0.225,0.252
10066,0.173,0.252
10067,0.192,0.252
10068,0.176,0.252
10069,0.172,0.252
10070,0.158,0.252
10071,0.158,0.252
10072,0.242,0.252
10073,0.25,0.252
10074,0.267,0.252
10075,0.243,0.252
10076,0.294,0.252
10077,0.415,0.252
10078,1.229,0.252
10079,0.722,0.252
10080,0.663,0.252
10081,0.203,0.252
10082,0.14,0.252
10083,0.169,0.252
10084,0.159,0.252
10085,0.158,0.252
10086,0.129,0.252
10087,0.448,0.252
10088,0.336,0.252
10089,0.829,0.252
10090,0.524,0.252
10091,0.244,0.252
10092,0.168,0.252
10093,0.16,0.252
10094,0.178,0.252
10095,0.172,0.252
10096,0.24,0.252
10097,0.251,0.252
10098,0.242,0.252
10099,0.232,0.252
10100,0.238,0.252
10101,0.267,0.252
10102,0.601,0.252
10103,0.712,0.252
10104,0.158,0.252
10105,0.198,0.252
10106,0.176,0.252
10107,0.161,0.252
10108,0.156,0.252
10109,0.164,0.252
10110,0.17,0.252
10111,0.502,0.252
10112,0.397,0.252
10113,0.237,0.252
10114,0.137,0.252
10115,0.139,0.252
10116,0.155,0.252
10117,0.173,0.252
10118,0.151,0.252
10119,0.146,0.252
10120,0.255,0.252
10121,0.304,0.252
10122,0.677,0.252
10123,1.279,0.252
10124,1.626,0.252
10125,0.95,0.252
10126,0.789,0.252
10127,0.312,0.252
10128,0.143,0.252
10129,0.138,0.252
10130,0.128,0.252
10131,0.154,0.252
10132,0.178,0.252
10133,0.173,0.252
10134,0.215,0.252
10135,0.474,0.252
10136,0.548,0.252
10137,0.207,0.252
10138,0.144,0.252
10139,0.142,0.252
10140,0.125,0.252
10141,0.129,0.252
10142,0.143,0.252
10143,0.159,0.252
10144,0.194,0.252
10145,0.214,0.252
10146,0.243,0.252
10147,1.9,0.252
10148,1.097,0.252
10149,0.654,0.252
10150,0.647,0.252
10151,0.497,0.252
10152,0.104,0.252
