time_idx,Real,predict
9985,0.126,0.233
9986,0.202,0.177
9987,0.131,0.168
9988,0.199,0.169
9989,0.136,0.169
9990,0.183,0.165
9991,0.141,0.159
9992,0.199,0.174
9993,0.337,0.31
9994,0.93,0.355
9995,0.416,0.317
9996,0.366,0.231
9997,0.19,0.242
9998,0.117,0.261
9999,0.185,0.272
10000,0.951,0.29
10001,0.862,0.329
10002,0.349,0.361
10003,0.494,0.371
10004,0.344,0.377
10005,0.384,0.38
10006,0.365,0.38
10007,0.389,0.373
10008,0.317,0.334
10009,0.249,0.246
10010,0.181,0.181
10011,0.15,0.168
10012,0.188,0.169
10013,0.137,0.169
10014,0.195,0.166
10015,0.128,0.16
10016,0.193,0.167
10017,0.39,0.295
10018,0.202,0.351
10019,0.189,0.332
10020,0.289,0.236
10021,0.133,0.239
10022,0.382,0.259
10023,0.196,0.27
10024,0.375,0.284
10025,0.226,0.319
10026,0.406,0.357
10027,0.387,0.369
10028,0.357,0.376
10029,0.384,0.38
10030,0.36,0.381
10031,1.866,0.376
10032,0.209,0.347
10033,0.226,0.267
10034,0.183,0.189
10035,0.238,0.169
10036,0.132,0.169
10037,0.189,0.169
10038,0.124,0.167
10039,0.2,0.161
10040,0.11,0.161
10041,0.383,0.265
10042,0.337,0.344
10043,1.3,0.349
10044,0.578,0.247
10045,0.427,0.235
10046,0.194,0.256
10047,0.227,0.268
10048,0.207,0.28
10049,0.322,0.31
10050,0.462,0.352
10051,0.456,0.367
10052,0.396,0.375
10053,0.443,0.379
10054,0.426,0.381
10055,0.441,0.378
10056,0.351,0.357
10057,0.294,0.288
10058,0.301,0.201
10059,0.167,0.17
10060,0.183,0.168
10061,0.157,0.169
10062,0.24,0.168
10063,0.169,0.162
10064,0.339,0.159
10065,0.267,0.229
10066,0.348,0.337
10067,0.196,0.358
10068,0.17,0.266
10069,0.234,0.231
10070,0.227,0.251
10071,0.197,0.266
10072,0.467,0.276
10073,0.265,0.302
10074,0.604,0.344
10075,0.414,0.365
10076,0.356,0.374
10077,0.399,0.378
10078,0.361,0.381
10079,0.38,0.379
10080,0.216,0.365
10081,0.255,0.308
10082,0.127,0.216
10083,0.197,0.173
10084,0.138,0.168
10085,0.182,0.169
10086,0.103,0.169
10087,0.17,0.164
10088,0.292,0.159
10089,0.351,0.195
10090,0.396,0.326
10091,0.25,0.359
10092,0.171,0.293
10093,0.3,0.229
10094,0.248,0.246
10095,0.228,0.263
10096,0.726,0.274
10097,0.629,0.294
10098,0.879,0.335
10099,0.36,0.363
10100,0.416,0.372
10101,0.347,0.378
10102,1.792,0.38
10103,0.429,0.38
10104,0.386,0.37
10105,0.171,0.326
10106,0.175,0.235
10107,0.163,0.177
10108,0.163,0.168
10109,0.171,0.169
10110,0.151,0.169
10111,0.176,0.165
10112,0.348,0.159
10113,0.345,0.173
10114,0.942,0.307
10115,0.428,0.354
10116,0.15,0.321
10117,0.357,0.232
10118,0.193,0.241
10119,6.168,0.261
10120,0.841,0.271
10121,0.947,0.287
10122,0.402,0.325
10123,0.41,0.359
10124,0.333,0.37
10125,0.458,0.377
10126,0.383,0.38
10127,0.368,0.381
10128,0.361,0.374
10129,0.202,0.341
10130,0.181,0.256
10131,0.14,0.185
10132,0.191,0.168
10133,0.124,0.169
10134,0.195,0.169
10135,0.121,0.166
10136,0.335,0.16
10137,0.259,0.163
10138,0.398,0.281
10139,0.213,0.347
10140,0.354,0.341
10141,0.196,0.241
10142,0.339,0.237
10143,0.204,0.258
10144,0.213,0.269
10145,0.228,0.282
10146,0.42,0.315
10147,0.398,0.355
10148,0.33,0.368
10149,0.399,0.375
10150,0.337,0.379
10151,0.463,0.381
10152,0.182,0.377
