time_idx,Real,predict
9985,0.17,0.337
9986,0.154,0.237
9987,0.145,0.203
9988,0.1,0.208
9989,0.148,0.205
9990,0.145,0.197
9991,0.734,0.321
9992,0.63,0.462
9993,0.392,0.63
9994,0.431,0.69
9995,0.316,0.347
9996,0.126,0.205
9997,0.126,0.17
9998,0.141,0.165
9999,0.145,0.155
10000,0.121,0.14
10001,0.414,0.206
10002,0.907,1.029
10003,0.83,0.904
10004,0.725,0.816
10005,0.501,0.827
10006,0.328,0.515
10007,0.375,0.419
10008,0.176,0.502
10009,0.393,0.276
10010,0.566,0.202
10011,0.541,0.189
10012,0.302,0.198
10013,0.194,0.19
10014,0.183,0.2
10015,0.468,0.36
10016,0.586,0.515
10017,0.819,0.673
10018,0.619,0.655
10019,0.194,0.278
10020,0.147,0.191
10021,0.293,0.16
10022,0.281,0.161
10023,0.202,0.15
10024,0.27,0.138
10025,0.102,0.242
10026,1.912,1.08
10027,0.921,0.895
10028,0.687,0.823
10029,0.664,0.829
10030,0.617,0.524
10031,0.231,0.443
10032,0.193,0.534
10033,0.494,0.26
10034,0.61,0.199
10035,0.363,0.186
10036,0.341,0.197
10037,0.355,0.188
10038,0.235,0.203
10039,0.19,0.365
10040,0.661,0.519
10041,0.704,0.679
10042,1.062,0.644
10043,0.662,0.269
10044,0.362,0.189
10045,0.305,0.159
10046,0.335,0.161
10047,0.283,0.149
10048,0.166,0.138
10049,1.196,0.257
10050,0.843,1.09
10051,0.727,0.894
10052,0.942,0.827
10053,0.606,0.832
10054,0.553,0.527
10055,0.701,0.453
10056,0.687,0.544
10057,0.36,0.256
10058,0.224,0.198
10059,0.202,0.185
10060,0.226,0.197
10061,0.179,0.188
10062,0.167,0.205
10063,0.388,0.367
10064,0.848,0.52
10065,0.624,0.681
10066,0.46,0.64
10067,0.236,0.265
10068,0.163,0.188
10069,0.136,0.158
10070,0.105,0.16
10071,0.135,0.149
10072,0.148,0.138
10073,0.483,0.263
10074,0.917,1.093
10075,0.722,0.895
10076,0.903,0.829
10077,0.697,0.833
10078,0.522,0.529
10079,0.372,0.457
10080,0.56,0.547
10081,0.173,0.255
10082,0.172,0.198
10083,0.197,0.185
10084,0.197,0.197
10085,0.161,0.188
10086,0.156,0.205
10087,0.386,0.368
10088,0.414,0.521
10089,0.554,0.681
10090,0.487,0.639
10091,0.355,0.264
10092,0.181,0.188
10093,0.207,0.158
10094,0.169,0.16
10095,0.168,0.149
10096,0.182,0.138
10097,0.223,0.266
10098,0.928,1.095
10099,0.949,0.895
10100,0.714,0.83
10101,0.771,0.834
10102,0.617,0.529
10103,0.494,0.458
10104,0.464,0.549
10105,0.191,0.255
10106,0.152,0.197
10107,0.169,0.185
10108,0.204,0.197
10109,0.184,0.187
10110,0.161,0.206
10111,0.367,0.368
10112,0.527,0.521
10113,0.388,0.682
10114,0.667,0.638
10115,0.415,0.263
10116,0.117,0.188
10117,0.113,0.158
10118,0.145,0.16
10119,0.146,0.149
10120,0.143,0.138
10121,0.441,0.267
10122,1.061,1.095
10123,0.957,0.895
10124,0.797,0.831
10125,0.747,0.835
10126,0.822,0.53
10127,0.661,0.459
10128,0.521,0.549
10129,0.187,0.254
10130,0.184,0.197
10131,0.16,0.185
10132,0.176,0.197
10133,0.213,0.187
10134,0.183,0.206
10135,0.447,0.368
10136,0.155,0.521
10137,0.583,0.682
10138,0.686,0.638
10139,0.268,0.263
10140,0.137,0.188
10141,0.101,0.158
10142,0.125,0.16
10143,0.144,0.149
10144,0.141,0.138
10145,0.403,0.268
10146,0.985,1.095
10147,0.699,0.895
10148,0.795,0.831
10149,0.657,0.835
10150,0.715,0.53
10151,0.708,0.459
10152,0.347,0.55
