time_idx,Real,predict
9985,0.121,0.116
9986,0.123,0.111
9987,0.105,0.109
9988,0.113,0.115
9989,0.123,0.111
9990,0.112,0.11
9991,0.104,0.115
9992,0.123,0.11
9993,0.118,0.11
9994,0.104,0.113
9995,0.123,0.108
9996,0.122,0.11
9997,0.106,0.114
9998,0.115,0.11
9999,0.124,0.111
10000,0.113,0.113
10001,0.104,0.11
10002,0.121,0.111
10003,0.118,0.113
10004,0.102,0.11
10005,0.409,0.111
10006,0.493,0.112
10007,0.35,0.11
10008,0.137,0.112
10009,0.116,0.112
10010,0.106,0.111
10011,0.124,0.111
10012,0.124,0.111
10013,0.106,0.111
10014,0.111,0.112
10015,0.124,0.111
10016,0.114,0.111
10017,0.105,0.111
10018,0.289,0.111
10019,0.238,0.111
10020,0.211,0.112
10021,0.347,0.111
10022,0.168,0.111
10023,0.111,0.111
10024,0.111,0.111
10025,0.121,0.111
10026,0.113,0.112
10027,0.102,0.111
10028,0.118,0.111
10029,0.12,0.111
10030,0.105,0.111
10031,0.108,0.111
10032,0.119,0.111
10033,0.115,0.111
10034,0.103,0.111
10035,0.116,0.111
10036,0.122,0.111
10037,0.109,0.111
10038,0.103,0.111
10039,0.121,0.111
10040,0.12,0.111
10041,0.106,0.111
10042,0.107,0.111
10043,0.119,0.111
10044,0.115,0.111
10045,0.103,0.111
10046,0.117,0.111
10047,0.158,0.111
10048,0.207,0.111
10049,0.305,0.111
10050,0.432,0.111
10051,0.597,0.111
10052,0.619,0.111
10053,0.483,0.111
10054,0.264,0.111
10055,0.21,0.111
10056,0.106,0.111
10057,0.125,0.111
10058,0.12,0.111
10059,0.106,0.111
10060,0.118,0.111
10061,0.124,0.111
10062,0.108,0.111
10063,0.223,0.111
10064,0.411,0.111
10065,0.206,0.111
10066,0.182,0.111
10067,0.125,0.111
10068,0.109,0.111
10069,0.108,0.111
10070,0.124,0.111
10071,0.12,0.111
10072,0.25,0.111
10073,0.266,0.111
10074,0.53,0.111
10075,0.494,0.111
10076,0.517,0.111
10077,0.271,0.111
10078,0.12,0.111
10079,0.127,0.111
10080,0.118,0.111
10081,0.109,0.111
10082,0.117,0.111
10083,0.125,0.111
10084,0.118,0.111
10085,0.107,0.111
10086,0.117,0.111
10087,0.124,0.111
10088,0.345,0.111
10089,0.154,0.111
10090,0.126,0.111
10091,0.128,0.111
10092,0.122,0.111
10093,0.11,0.111
10094,0.113,0.111
10095,0.133,0.111
10096,0.122,0.111
10097,0.112,0.111
10098,0.108,0.111
10099,0.518,0.111
10100,0.616,0.111
10101,0.435,0.111
10102,0.217,0.111
10103,0.13,0.111
10104,0.114,0.111
10105,0.114,0.111
10106,0.121,0.111
10107,0.124,0.111
10108,0.118,0.111
10109,0.107,0.111
10110,0.11,0.111
10111,0.738,0.111
10112,0.36,0.111
10113,0.123,0.111
10114,0.111,0.111
10115,0.123,0.111
10116,0.118,0.111
10117,0.107,0.111
10118,0.11,0.111
10119,0.159,0.111
10120,0.144,0.111
10121,0.253,0.111
10122,0.199,0.111
10123,0.136,0.111
10124,0.142,0.111
10125,0.299,0.111
10126,0.225,0.111
10127,0.119,0.111
10128,0.106,0.111
10129,0.122,0.111
10130,0.125,0.111
10131,0.11,0.111
10132,0.106,0.111
10133,0.12,0.111
10134,0.121,0.111
10135,0.116,0.111
10136,0.382,0.111
10137,0.187,0.111
10138,0.371,0.111
10139,0.212,0.111
10140,0.215,0.111
10141,0.125,0.111
10142,0.113,0.111
10143,0.109,0.111
10144,0.235,0.111
10145,0.251,0.111
10146,0.341,0.111
10147,0.479,0.111
10148,0.413,0.111
10149,0.426,0.111
10150,0.283,0.111
10151,0.131,0.111
10152,0.082,0.111
